act_symbol,entry_date,expiration_date,strike,bid,ask,entry_premium,entry_iv,entry_delta,entry_gamma,entry_theta,entry_vega,entry_rho,days_to_expiration,underlying_close_entry,cumulative_return,daily_return,momentum_5,momentum_20,momentum_60,momentum_120,volatility_20,volatility_60,volume_20,relative_strength_20,pct_from_high_252,pct_from_low_252,garch_vol_forecast_1m,realized_vol_21d_asof,hv_current,iv_current,moneyness_strike_over_spot,log_volume_20,pred_pct_return,decile,kelly_frac,rank
HAS,2026-08-25,2026-09-18,72.5,22.5,26.6,24.55,0.4064,0.9935,0.0006,0.0,0.0016,0.0474,24,96.78500366210938,4.80799839528774,0.014411486712331723,0.029737268452660004,0.0046191337049461545,0.12318679028346069,-0.0035518748179150794,0.014755266612000346,0.020135208001689282,1638232.0,-0.02847756474829044,-0.08641682620651579,0.36412977907122035,0.3179878330612802,0.43156774190775116,0.3695,0.2791,0.74908299071939,14.309128779921304,-0.11197028438627721,7,0.009739625569785028,95
FTV,2026-08-25,2026-09-18,60.0,0.6,3.2,1.9000000000000001,0.2457,0.5952,0.1047,-0.0538,0.0604,0.0221,24,59.59999847412109,1.9131901139199132,-0.014224290826567954,0.002523090147294571,-0.07005770198671413,0.021947852983450256,0.02758618058829465,0.01953146109980976,0.0173358620894179,2481449.8,-0.10315440043995072,-0.07005770198671409,0.26727620712500755,0.29988938509881335,0.35295607230227255,0.3019,0.3313,1.0067114351697946,14.72435394709537,-0.11526978427109158,7,0.009739625569785028,96
FOX,2026-08-25,2026-09-18,65.0,0.05,1.35,0.7000000000000001,0.2272,0.2209,0.0798,-0.012,0.0477,0.0088,24,62.380001068115234,1.6160622677209993,0.012826772423609967,0.018781668046324862,0.20821227537488474,0.08694897598076734,0.17167541512954454,0.02226190877554041,0.030399309226214054,971355.9,0.17511557692164814,-0.07939788811250069,0.40527150091968667,0.3584870498539329,0.3360360047958169,0.3219,0.3515,1.0420006233892796,13.786449238957422,-0.11797346893674399,7,0.009739625569785028,97
CLX,2026-08-25,2026-09-18,95.0,9.3,11.5,10.4,0.2674,0.9404,0.0175,-0.0459,0.0336,0.0577,24,104.6500015258789,1.8298654316981409,-0.02351401218738325,-0.008526778776477784,0.043161900361111005,0.162519500426346,-0.10883078213475561,0.021572811792393867,0.021098491042389738,2623263.55,0.01006520190787441,-0.17702108751148068,0.21516486516870556,0.3517187693090397,0.36045878794995145,0.3193,0.2944,0.907787851073346,14.779930111559622,-0.11882029778453929,7,0.009739625569785028,98
PCAR,2026-08-25,2026-09-18,118.6,9.4,13.7,11.55,0.1998,0.9714,0.0113,-0.049,0.0248,0.0748,24,129.16000366210938,6.264946858031596,-0.006002761002321777,0.008904853551029435,-0.06548008546511264,0.1702455417951796,0.03394176717349717,0.013887566381036453,0.019123512027452823,3201814.8,-0.09857678391834923,-0.06548008546511262,0.38881724367859544,0.2883924076493568,0.2976278645476658,0.2641,0.2735,0.9182409154328068,14.979228644338173,-0.12149850010480745,7,0.009739625569785028,99
POOL,2026-08-25,2026-09-18,165.0,18.0,27.0,22.5,0.4694,0.8429,0.0101,-0.053,0.1099,0.0889,24,184.7100067138672,4.978706585195972,-0.01875264915153807,-0.014879964192708317,-0.03876975856714748,0.018247039298532997,-0.16159044636754782,0.026209305039875692,0.025288290293114562,633228.05,-0.07186645702038408,-0.4463461140901166,0.054040178748296946,0.4067451048627919,0.47248380595301037,0.4392,0.4035,0.893292155284257,13.358587484016223,-0.1226798009221417,7,0.009739625569785028,100
VTR,2026-08-25,2026-09-18,87.5,5.6,7.9,6.75,0.1533,0.974,0.0177,-0.0235,0.0157,0.0556,24,94.05999755859376,2.5461619474662105,0.006312146466089574,0.031359656864623275,-0.04157328160208873,0.11419094525868645,0.08426510153998579,0.02226163926959609,0.01936384055729488,3324248.5,-0.07466998005532532,-0.06435891076560464,0.40116194558319657,0.35788884036278545,0.37625644883015846,0.3257,0.2321,0.9302573067311928,15.016754492309074,-0.12426490342857366,7,0.009739625569785028,101
CPRT,2026-08-25,2026-09-18,30.0,3.3,4.0,3.65,0.4099,0.8578,0.0641,-0.0185,0.0191,0.0163,24,33.44499969482422,23.185441806156685,0.005562278491494821,0.06140905908876415,0.08976862537715813,0.02059808445625544,-0.11847651804395087,0.02785115072137491,0.026574003773205023,10772666.35,0.056671926923921534,-0.33069844150879096,0.23095324258041736,0.27696439878698104,0.37317586839989914,0.428,0.38,0.8969950747119502,16.192522683278362,-0.12917838794593894,7,0.009739625569785028,102
WELL,2026-08-25,2026-09-18,195.0,45.5,49.0,47.25,0.3218,0.9975,0.0005,-0.0369,0.0069,0.1273,24,241.44000244140625,7.122123645248024,0.0059581182754853135,0.02548419953186687,-0.00874493910893237,0.17586324593744873,0.1672226024522354,0.01406858571240393,0.01706044929214761,2933456.95,-0.041841637562168965,-0.042170843709858435,0.46416016602747545,0.2842548343931029,0.2710966710120884,0.2347,0.2296,0.8076540673798389,14.891692472832496,-0.134587130251012,7,0.009739625569785028,103
ZBRA,2026-08-25,2026-09-18,310.0,48.6,56.1,52.35,0.5024,0.8906,0.0041,-0.2319,0.1741,0.1754,24,360.19000244140625,8.41565441266451,-0.008560378354140807,-0.017002376393277507,0.26649089371115764,0.4784303871547342,0.5564342117851631,0.061296491280062315,0.04224275581931192,851764.1,0.23339419525792104,-0.05970342834790326,0.8072754487006487,0.6815763106088184,0.9600593296601784,0.7499,0.3579,0.8606568697042865,13.655066063572704,-0.1346819236029443,7,0.009739625569785028,104
BEN,2026-08-25,2026-09-18,34.0,1.4,1.7,1.5499999999999998,0.2256,0.7393,0.1603,-0.0172,0.0293,0.016,24,35.04499816894531,1.1066841082649588,0.012276119300198118,0.031038435962975397,0.05145503281349062,0.12975492107622677,0.3184724706372002,0.017031058371005815,0.017000066436524467,4209756.85,0.018358334360254025,-0.02026844505284321,0.654626896316962,0.29773176196037204,0.2921856252074473,0.2494,0.2624,0.970181246296331,15.252915686189624,-0.13812741768842007,7,0.009739625569785028,105
INCY,2026-08-25,2026-09-18,110.0,18.6,21.0,19.8,0.367,0.963,0.0065,-0.0275,0.0264,0.0689,24,129.75,24.389096957393615,0.013830259389272959,0.05086254731682849,-0.001385305056011088,0.34122392872817287,0.31246205946729444,0.017892462310566626,0.02512623604644689,1532182.1,-0.03448200350924768,-0.0013853050560111387,0.5889051454966394,0.3983411521225905,0.4031726748772214,0.3551,0.332,0.8477842003853564,14.242204139112369,-0.13913797196401922,7,0.009739625569785028,106
TXT,2026-08-25,2026-09-18,80.0,2.9,3.3,3.0999999999999996,0.2104,0.7085,0.078,-0.0424,0.0723,0.0361,24,81.8550033569336,2.1255519845391335,-0.003348275973221626,-0.060541651127820284,-0.09009555146758563,-0.10794462237033886,-0.17576270899978197,0.01751073522258514,0.01854295373215361,1498431.55,-0.12319224992082223,-0.18770461363743907,0.030659849460188144,0.3397962963298395,0.3668510963969397,0.3259,0.2457,0.9773379356073723,14.219930153047454,-0.14543973755525186,7,0.009739625569785028,107
KEY,2026-08-25,2026-09-18,21.0,0.9,1.05,0.9750000000000001,0.2446,0.7111,0.2438,-0.005,0.0187,0.0095,24,21.899999618530277,0.6600361487975657,0.001371686243516912,-0.03905227122613619,-0.03225804548424016,0.02672291124533621,0.057460192499468876,0.012420117034801476,0.013257599270717764,9252314.05,-0.06535474393747676,-0.08711964037215467,0.30512507284696117,0.24117853833392627,0.19532434697179174,0.1969,0.2212,0.9589041262919129,16.040384353850552,-0.14612197446644803,7,0.009739625569785028,108
ETR,2026-08-25,2026-09-18,95.0,9.8,14.0,11.9,0.2639,0.959,0.0115,-0.0117,0.0229,0.0595,24,106.5999984741211,3.0831524547176414,0.007656655180866556,-0.013693591153403628,-0.050925936932376126,-0.022466799716400532,0.0010329665936541499,0.013520976420385095,0.0134125973487397,2266136.15,-0.08402263538561272,-0.09592065844047441,0.2276862400801618,0.21269282034826031,0.2231610237817501,0.2094,0.2224,0.891182001499398,14.633587243892972,-0.14650962243279875,7,0.009739625569785028,109
EFX,2026-08-25,2026-09-18,155.0,35.9,39.0,37.45,0.4656,0.9642,0.003,-0.0122,0.0345,0.0975,24,192.25999450683597,5.068810781965665,-0.01217700414385503,0.05730311470961058,0.028018340897592697,0.15965982443234217,-0.0692743975892044,0.025197065504386072,0.028419186361200055,1161328.45,-0.005078357555643898,-0.26710629989731294,0.2654512194779011,0.3588400634536311,0.4521868558942387,0.4363,0.3817,0.8061999606188943,13.965075984423196,-0.15355281791400166,7,0.009739625569785028,110
APD,2026-08-25,2026-09-18,260.0,43.5,47.1,45.3,0.2956,0.9902,0.0017,-0.1174,0.0304,0.1673,24,304.3599853515625,5.538941983877075,-0.006138992106725416,0.003726459533338611,0.039303325962637636,0.0923838586083845,0.10999260321607629,0.012545002722595849,0.017193068601822143,989665.5,0.0062066275094010415,-0.031286855130525565,0.3189460590949452,0.24384889656684985,0.19017713149641202,0.1913,0.2433,0.8542515853379253,13.805123296670901,-0.15418663196502636,7,0.009739625569785028,111
IEX,2026-08-25,2026-09-18,210.0,19.89,23.5,21.695,0.2357,0.9488,0.0076,-0.0599,0.063,0.1296,24,230.3999938964844,8.355899075065054,-0.014078516455776735,-0.01605743810565785,0.02559537127185285,0.09282356351308962,0.10397698737687966,0.013104109280003471,0.012679743167965725,669502.0,-0.0075013271813837434,-0.04207554546902703,0.4465092645796257,0.22365706427268148,0.2054553567836137,0.1994,0.2571,0.9114583574787339,13.414290925059262,-0.15692781477206297,7,0.009739625569785028,112
SWK,2026-08-25,2026-09-18,87.5,10.19,12.0,11.094999999999999,0.4325,0.855,0.0211,-0.0607,0.0571,0.0475,24,98.20999908447266,2.043487230090928,-0.003045407017075785,-0.0019309190900396178,0.04267965324204326,0.2365902965089035,0.2310102856251035,0.01972108593298482,0.024355739958018412,2031736.65,0.009582954788806664,-0.05567308572622446,0.5809723241006646,0.3704739521307849,0.36872660832236115,0.3342,0.3332,0.890947976944173,14.524401970093225,-0.15820255711832065,7,0.009739625569785028,113
BF.B,2026-08-25,2026-09-18,25.0,3.1,3.7,3.4000000000000004,0.5144,0.8192,0.0688,-0.0148,0.0184,0.0129,24,28.18000030517578,1.9598479153021549,-0.019826076341711962,0.03793741072255896,-0.024913471379177543,0.095645453246338,0.07311500607613275,0.019098485044327564,0.02261884096908691,1971913.85,-0.05801016983241414,-0.0921391922034669,0.23596496702378145,0.3552539675281405,0.37835383378632104,0.3634,0.4022,0.8871540003286759,14.49451563369927,-0.15916054801628954,7,0.009739625569785028,114
MLM,2026-08-25,2026-09-18,440.0,88.59,97.1,92.845,0.3782,0.9758,0.001,-0.047,0.0708,0.2807,24,531.72998046875,6.930786913559916,-0.00258859319977367,0.01706161502612913,-0.08898864763001069,-0.08580914813753793,-0.1950802299120321,0.022178276734115085,0.021931411058084604,603032.35,-0.12208534608324728,-0.24908560609443087,0.017061615026129157,0.3337190617540651,0.35307546927111716,0.3293,0.2762,0.8274876650967004,13.309727780979294,-0.16062271646785486,7,0.009739625569785028,115
CNP,2026-08-25,2026-09-18,37.0,1.95,2.7,2.325,0.2226,0.8408,0.1057,-0.0071,0.0238,0.0201,24,39.17499923706055,3.041537180821758,0.001918178155150052,-0.03367048958166119,-0.11167799109903931,-0.07300045449601267,-0.11006363403725561,0.012059151309760867,0.012751228057724464,6072742.85,-0.1447746895522759,-0.13021761898865467,0.04970524001621553,0.20695216190783727,0.2075428405690377,0.2045,0.2125,0.944479916287964,15.619321095495197,-0.16311253806052706,7,0.009739625569785028,116
LIN,2026-08-25,2026-09-18,400.0,85.7,89.8,87.75,0.3327,0.9865,0.0005,0.0,0.0299,0.2594,24,487.1199951171875,9.173634823258821,-0.005938419421991359,0.017568055424426188,-0.0470675650520892,-0.021238134727175284,-0.024179184809766996,0.016268147709504285,0.013954381725753516,2209445.4,-0.0801642635053258,-0.10888339297577643,0.2510144049738526,0.2463284057475049,0.2576523377695164,0.2361,0.22,0.8211529069008369,14.60825254437658,-0.16543348772265254,7,0.009739625569785028,117
HII,2026-08-25,2026-09-18,250.0,39.79,43.7,41.745000000000005,0.4064,0.933,0.0042,-0.0916,0.0953,0.1508,24,291.95849609375,8.173529846480868,-0.00906733443569363,-0.08076411460873578,-0.026480486710098172,-0.05260575859950101,-0.33194861471925863,0.03852191724082813,0.02741684690828121,524254.9,-0.05957718516333477,-0.35653695143707975,0.09319087912150696,0.3377499032631776,0.3843222432428864,0.5156,0.3075,0.856286093211424,13.169735202873467,-0.16612969384941656,7,0.009739625569785028,118
GPN,2026-08-25,2026-09-18,80.0,13.5,15.0,14.25,0.4681,0.9173,0.0135,-0.0415,0.0364,0.0471,24,93.83000183105467,3.681773575981104,-0.004984106102787322,0.038287030865488125,0.07283332738695303,0.2426168610321635,0.2096171483846916,0.023428929175959595,0.02864785876853329,3068522.3,0.039736628933716434,-0.010545185918920046,0.502000960421921,0.3309025666175567,0.4324939257806403,0.424,0.3719,0.852605759765877,14.936706994069082,-0.16722530353486587,7,0.009739625569785028,119
NOC,2026-08-25,2026-09-18,490.0,50.3,55.6,52.95,0.291,0.91,0.0037,-0.0494,0.2144,0.2903,24,542.8400268554688,10.140406127159531,-0.011724443085342151,-0.07858910724405255,-0.011616372652087814,-0.03697127109547649,-0.27990023411220954,0.017346910652810445,0.019379492158844647,663033.8,-0.04471307110532441,-0.29319547270814195,0.09439143356883217,0.2340189018259322,0.20369455778506151,0.2594,0.2613,0.9026600393461085,13.4045827564783,-0.17060150464950596,6,0.009961076972190064,120
ZBH,2026-08-25,2026-09-18,70.0,28.6,32.6,30.6,0.5867,0.9999,0.0012,-0.039,0.0046,0.0454,24,100.41000366210938,1.5290109098057203,-0.005644678905480371,0.012708039504180979,0.04866844555727812,0.21960404990826743,0.04866844555727812,0.016230693868405567,0.020124034684079743,2386284.35,0.015571747104041522,-0.06630088518428208,0.2617492001982607,0.26766106142430135,0.311299275788556,0.2896,0.2935,0.6971416935264503,14.685248467951132,-0.17068740470682164,6,0.009961076972190064,121
UHS,2026-08-25,2026-09-18,150.0,25.1,28.0,26.55,0.3115,0.9812,0.0032,-0.0295,0.0208,0.0961,24,175.7449951171875,7.518502464906417,-0.003713145135828322,0.015338834337450757,0.057303536436853486,0.20282659902156186,-0.13130840176947944,0.016385736529358944,0.01991536227465771,758663.0,0.02420683798361689,-0.2802645573401289,0.24491745694339764,0.3185543533141018,0.3260842591991362,0.2883,0.299,0.8535093696408218,13.539314270615582,-0.17129154673222258,6,0.009961076972190064,122
EXC,2026-08-25,2026-09-18,42.0,1.9,2.7,2.3,0.173,0.8698,0.1015,0.0,0.0228,0.0239,24,44.34999847412109,1.1594014636711925,0.00022549214025224806,-0.02118743919826549,-0.06256611315257765,-0.02826470054291752,-0.09949241676911502,0.012324680786714457,0.013326522797868669,6690280.2,-0.09566281160581425,-0.11811497978263598,0.037912449081200575,0.21228626659608815,0.2174705800359573,0.2072,0.1972,0.9470124339352042,15.716166464105957,-0.17390097344498212,6,0.009961076972190064,123
J,2026-08-25,2026-09-18,130.0,19.89,22.3,21.095,0.2238,0.9958,0.0013,-0.0143,0.0045,0.0848,24,151.14999389648438,5.312087342088394,-0.003034144924578097,0.05802879217916046,0.0749590586756379,0.2610545063140146,0.09410061943065218,0.01706856948422279,0.017861902121326153,918961.25,0.04186236022240131,-0.08081980264903858,0.4090612345167276,0.29836462534989844,0.28573554253884503,0.2608,0.2648,0.8600728101188742,13.731000323236241,-0.17422275241050056,6,0.009961076972190064,124
RJF,2026-08-25,2026-09-18,160.0,14.7,17.5,16.1,0.1486,0.9906,0.0023,0.0,0.0071,0.1043,24,175.23500061035156,10.425138541552366,-0.008178583457841393,-0.02267151350930441,-0.010977492639300368,0.22191615741971238,0.12243790732132598,0.011812028292185786,0.014220889494773677,925506.85,-0.04407419109253696,-0.03281263001300677,0.24377174653623104,0.24367288404984153,0.18671752097829217,0.1995,0.2244,0.9130596024921542,13.738097892861393,-0.17444615251587203,6,0.009961076972190064,125
DTE,2026-08-25,2026-09-18,125.0,10.8,13.5,12.15,0.2059,0.9564,0.0115,0.0,0.0294,0.0784,24,136.57000732421875,3.712858896563182,0.006707973150110957,-0.025961052816128483,-0.06510127592847714,-0.044095947422698956,-0.0902004745258731,0.009844297925907275,0.01218600908758474,1296628.7,-0.09819797438171374,-0.11565101469025338,0.0699624567319963,0.1873745052905797,0.1832911721519499,0.1722,0.2081,0.9152814915155462,14.0752789175227,-0.17552342003729937,6,0.009961076972190064,126
XYL,2026-08-25,2026-09-18,95.0,16.5,19.6,18.05,0.324,0.9785,0.0043,0.0,0.0118,0.061,24,112.44499969482422,4.784893604035073,-0.015195310962640707,-0.013120964670426671,-0.10022406500388159,0.026519981331176723,-0.1310277820818414,0.018004916350389262,0.017409060384157547,1629855.8,-0.13332076345711819,-0.264825093570448,0.057410227263269935,0.26517090986456787,0.32910784738333954,0.3148,0.2641,0.8448574881749303,14.304002716162929,-0.1759680336256919,6,0.009961076972190064,127
TRMB,2026-08-25,2026-09-18,40.0,17.6,21.7,19.65,0.7948,0.9622,0.004,0.0,0.0076,0.0253,24,59.38999938964844,6.6786617823098,-0.021097722398680685,0.042112609940288204,0.017300416290756404,0.0528275048802902,-0.15060067298419544,0.02091691714220098,0.022462862468477625,2754243.6,-0.01579628216248019,-0.28891281397604285,0.21526500281750566,0.383612998183266,0.4325478996533334,0.4009,0.3781,0.6735140665277044,14.828653770594054,-0.1814844072948688,6,0.009961076972190064,128
WST,2026-08-25,2026-09-18,320.0,29.7,33.0,31.35,0.2273,0.9478,0.0053,-0.0938,0.0974,0.1973,24,349.5899963378906,27.800397744763078,-0.010557033026735274,0.008655760500009713,0.03735903957831055,0.08295901298545139,0.4048786428335871,0.009428287136476986,0.016294669217309366,527114.55,0.004262341125073954,-0.04415703594822942,0.5137042691376897,0.30507972239549236,0.31951814889765995,0.2878,0.2664,0.9153580003779889,13.175175063451597,-0.1818892293089539,6,0.009961076972190064,129
SBAC,2026-08-25,2026-09-18,165.0,21.2,25.1,23.15,0.4171,0.8898,0.0093,-0.0883,0.0897,0.094,24,187.6725006103516,10.432045747529592,0.014062209883493493,0.034578318218944304,0.07284347149197878,-0.07623303195798414,-0.044583273389845246,0.0245999350195486,0.022519972795192668,1085046.9,0.03974677303874219,-0.1612402207358588,0.13637606749161776,0.37586581496128857,0.39650276618843155,0.3433,0.28,0.8791911412880645,13.897134691447665,-0.1867940590281708,6,0.009961076972190064,130
AEP,2026-08-25,2026-09-18,100.0,21.3,25.2,23.25,0.3971,0.9812,0.0034,-0.0161,0.0138,0.0641,24,122.87000274658205,3.296753454184279,0.007296272873875687,-0.027542507080060008,-0.07630432416081523,-0.02999917484245207,-0.0797633402119019,0.01307125998246384,0.013349769578510211,3822546.0,-0.10940102261405182,-0.11406734022885202,0.15435926276138803,0.19743857310105004,0.1914456142850277,0.2011,0.202,0.8138682979135993,15.156427512327815,-0.18719071122071917,6,0.009961076972190064,131
GL,2026-08-25,2026-09-18,130.0,41.1,45.2,43.150000000000006,0.4914,0.9863,0.0011,0.0,0.0114,0.0841,24,172.70750427246094,6.989062684884283,-0.002440366189774834,-0.030169011137424984,-0.036069062692017595,0.1270392722621334,0.19314338012062815,0.012740804859349085,0.015158583732605275,576002.6,-0.06916576114525419,-0.07156488385249866,0.3247488742882665,0.32626140073363863,0.30942232702321776,0.2935,0.2467,0.7527177267000155,13.263869189658497,-0.19115504535072014,6,0.009961076972190064,132
FITB,2026-08-25,2026-09-18,50.0,5.0,5.4,5.2,0.3259,0.8765,0.0439,-0.0196,0.0283,0.0282,24,54.915000915527344,1.4436119767050763,0.0002732129186073795,-0.041455750777555034,-0.049913466429310605,0.0998397872998773,0.10849818128112543,0.01198707348354448,0.016049130002262425,5335435.1,-0.0830101648825472,-0.07503786586670894,0.36062933808387265,0.22576159573660098,0.18910998866160292,0.2028,0.234,0.9104980272496432,15.489881182582446,-0.1915666924179953,6,0.009961076972190064,133
VMC,2026-08-25,2026-09-18,210.0,63.1,66.7,64.9,0.5019,0.9799,0.001,0.0,0.0274,0.1348,24,273.75,3.9998537439323796,-0.007936516713887065,0.007730558257681652,-0.05086336850688089,-0.03241203517783886,-0.07510646044051594,0.0215877766379651,0.020637443881175648,977891.95,-0.08396006696011749,-0.17138358795901995,0.06509225625030352,0.3384948901031155,0.3383414177753519,0.3124,0.2558,0.7671232876712328,13.793155484948272,-0.19301855947867608,6,0.009961076972190064,134
DOV,2026-08-25,2026-09-18,175.0,25.9,28.9,27.4,0.2732,0.9798,0.003,-0.0075,0.0222,0.1124,24,202.8000030517578,7.45343726095861,-0.004027070450314918,-0.0012803826945820829,-0.0013787609650004473,-0.04049960983097456,-0.08582759466481649,0.012160181299868407,0.01817550866153384,937181.15,-0.03447545941823704,-0.13077019770305212,0.25837675877044236,0.27343554676454507,0.3696704527157573,0.3225,0.2396,0.8629191191645948,13.750632939339647,-0.20071678415948846,6,0.009961076972190064,135
AOS,2026-08-25,2026-09-18,45.0,15.0,19.1,17.05,0.5272,0.9946,0.0024,-0.0129,0.0031,0.0292,24,61.79999923706055,10.528109104243104,-0.01466839868840586,0.015445261539302368,-0.03452589947531082,0.08956272755690975,-0.15746420555326324,0.0219862947907557,0.01996209875647252,1522482.5,-0.06762259792854741,-0.23201195104293357,0.10792399766057413,0.31724438306710356,0.3291381981235243,0.3202,0.2723,0.7281553487951204,14.23585344106904,-0.2042803833494481,6,0.009961076972190064,136
IFF,2026-08-25,2026-09-18,80.0,6.3,8.1,7.199999999999999,0.2322,0.9227,0.0269,-0.0106,0.0311,0.0481,24,86.86000061035156,2.5782132428313638,0.012236372003633145,0.07234568654755025,0.09602524429465698,0.1421432889520955,0.11088371784413753,0.025317319160097603,0.022778688590750704,1559977.4,0.06292854584142038,-0.013739060845526114,0.45860624220285157,0.40408100988186424,0.44056752964707796,0.3859,0.2581,0.9210223283197396,14.260182532976014,-0.20439890477804323,6,0.009961076972190064,137
EXPD,2026-08-25,2026-09-18,175.0,13.5,16.3,14.9,0.2098,0.9396,0.0115,-0.0342,0.0574,0.1072,24,189.44000244140625,5.5931505289499714,0.008571583850591091,0.018768516001296254,0.10512194880961956,0.19906320561273083,0.2900237968520658,0.0190432596885796,0.015770777393103005,1031358.5,0.07202525035638296,0.0,0.6745337845014645,0.3304286199980034,0.33433748694409376,0.2821,0.2201,0.9237753259326918,13.846388392812319,-0.2052626590218295,6,0.009961076972190064,138
KDP,2026-08-25,2026-09-18,31.0,1.15,1.55,1.35,0.2643,0.6804,0.1729,-0.0313,0.0295,0.0131,24,31.84000015258789,1.2634920312944433,-0.020608988112482796,0.03410195536990179,0.024453031877331277,0.06027304111076148,0.10287492992789793,0.01965478597348764,0.019141222022679746,12229883.7,-0.008643666575905318,-0.04955223425110774,0.2584980676974592,0.3340484638714494,0.31195968282342323,0.3024,0.2629,0.973618085786359,16.319393079981957,-0.20587473678547286,6,0.009961076972190064,139
SJM,2026-08-25,2026-09-18,110.0,14.4,16.3,15.350000000000001,0.3326,0.9383,0.0112,-0.0306,0.0383,0.067,24,124.66999816894533,2.819950254482852,-0.009533681984997822,0.052067495096584926,0.01324770189604485,0.20804265363952434,0.08663814626665411,0.018197885502968938,0.023640616369421986,1116928.65,-0.019848996557191745,-0.013296401467862807,0.39249413457798804,0.24087362901820913,0.3242889741903111,0.3054,0.3342,0.8823293624415922,13.926094094868297,-0.20784779754061977,6,0.009961076972190064,140
NI,2026-08-25,2026-09-18,35.0,5.1,6.4,5.75,0.4646,0.9121,0.0319,-0.0147,0.0163,0.0205,24,40.970001220703125,4.967539401656557,0.0034288362324284005,-0.027302890321563966,-0.10408918366895803,-0.1135871886919897,-0.13856181586001248,0.012881098254604052,0.013292885964053328,6261542.8,-0.13718588212219462,-0.16524043006901587,0.04064014051883954,0.22890062016160875,0.22809576835414658,0.2088,0.2282,0.854283596709137,15.649937326090722,-0.21241736687145174,6,0.009961076972190064,141
MAA,2026-08-25,2026-09-18,125.0,7.5,9.1,8.3,0.1535,0.947,0.0199,-0.0126,0.0357,0.0774,24,132.6300048828125,2.720615484775641,-0.003980164949842879,0.018898415521788614,-0.022191053674286976,0.02758191180427505,-0.008596157175794095,0.012086176505457978,0.013422106147341458,953423.1,-0.05528775212752357,-0.09045399656358108,0.10002492509341848,0.21230213442233203,0.20675693777200416,0.1963,0.2262,0.9424715026622059,13.76781509938597,-0.2129171531840145,6,0.009961076972190064,142
RF,2026-08-25,2026-09-18,30.0,0.8,1.15,0.975,0.2427,0.5929,0.1997,-0.0078,0.03,0.0113,24,30.690000534057617,0.8973684166497031,0.001958908747469623,-0.031861205191598296,-0.01854812648594173,0.09607144764491493,0.1027668206321255,0.011385820234358232,0.014326088806866186,7522958.2,-0.051644824939178324,-0.05277780590397371,0.31434689647426406,0.2295888169929381,0.2063155392567097,0.2083,0.2281,0.9775170895389231,15.833470129159315,-0.21343681448972562,6,0.009961076972190064,143
L,2026-08-25,2026-09-18,110.0,2.04,4.2,3.12,0.1887,0.6323,0.0684,-0.025,0.1072,0.0446,24,111.0199966430664,3.5022080117064274,-0.0038582352350847726,-0.012716766064778007,-0.0701842946040181,0.07213899923860789,-0.004215635749472368,0.0073079752124592095,0.010153892242501421,656953.05,-0.10328099305725469,-0.07018429460401814,0.16068996206998512,0.17383244684272994,0.1495129329947511,0.1403,0.272,0.9908124961816948,13.395369355903695,-0.21347620860234295,6,0.009961076972190064,144
YUM,2026-08-25,2026-09-18,140.0,15.4,18.3,16.85,0.2746,0.9484,0.0095,-0.0375,0.0423,0.0863,24,157.0800018310547,9.28002974832243,-0.0017159470097720675,0.0843573185780444,0.04524888945297634,0.061710071450738146,-0.012013356790477658,0.023010566550462887,0.018158354645672538,2591696.35,0.012152190999739743,-0.06588963837868474,0.13653132335239365,0.32456681087777384,0.3370657093049918,0.3316,0.2609,0.8912655867586197,14.767823566519676,-0.2190953850551044,6,0.009961076972190064,145
TFC,2026-08-25,2026-09-18,50.0,1.45,1.55,1.5,0.2357,0.577,0.1254,-0.015,0.0504,0.0183,24,50.4900016784668,1.198433429822022,-0.006297966663555976,-0.03663419527829126,-0.04717871147031705,0.04729314742361157,0.028100204662273143,0.00976328631891942,0.01650718193225592,6156592.3,-0.08027540992355364,-0.09532341092846147,0.22876615942983597,0.20997902728998624,0.18375315635370126,0.1864,0.2386,0.9902950750212438,15.633034146814762,-0.22095059734871592,6,0.009961076972190064,146
SHW,2026-08-25,2026-09-18,310.0,40.29,42.7,41.495000000000005,0.268,0.9619,0.0029,0.0,0.0642,0.1958,24,349.5899963378906,23.781632712508646,0.008248450555020659,0.0125119687829216,-0.013210243094005425,0.15057267164104005,0.005522428843450777,0.018449671070904766,0.021798086452171878,1761054.5,-0.04630694154724202,-0.06833146043153707,0.19313991924194754,0.3421137809335783,0.43307619992695706,0.3799,0.2585,0.8867530628661767,14.381423903165706,-0.22168772238333667,6,0.009961076972190064,147
ES,2026-08-25,2026-09-18,65.0,5.8,7.2,6.5,0.223,0.9514,0.0237,-0.0085,0.0177,0.0404,24,71.32499694824219,3.604092655310602,0.0010525887472587758,-0.012392747955318084,-0.05391965080668781,0.044748798233404496,-0.05304039780627556,0.011683177616100146,0.013804833058371603,2250715.3,-0.08701634925992441,-0.0640992283809876,0.13466427387365693,0.19601066437571743,0.18546928142391522,0.1838,0.2038,0.9113214550456694,14.626759079071782,-0.22172064098745536,6,0.009961076972190064,148
