act_symbol,entry_date,expiration_date,strike,bid,ask,entry_premium,entry_iv,entry_delta,entry_gamma,entry_theta,entry_vega,entry_rho,days_to_expiration,underlying_close_entry,cumulative_return,daily_return,momentum_5,momentum_20,momentum_60,momentum_120,volatility_20,volatility_60,volume_20,relative_strength_20,pct_from_high_252,pct_from_low_252,garch_vol_forecast_1m,realized_vol_21d_asof,hv_current,iv_current,moneyness_strike_over_spot,log_volume_20,pred_pct_return,decile,kelly_frac,rank
CASY,2026-08-25,2026-09-18,660.0,163.9,172.8,168.35000000000002,0.5028,0.9638,0.0007,-0.184,0.1622,0.4131,24,828.02001953125,33.240466664124554,-0.03065991005458446,-0.0315555327119883,-0.033657734417927965,0.079359704513279,0.21075026948142295,0.01785789228358154,0.03313535626640054,279580.6,-0.06675443287116456,-0.09632427526915871,0.6743914056593533,0.3107905093476589,0.31091068201486005,0.316,0.4317,0.7970821772807284,12.541049478878763,0.05581829148263506,8,0.005778334160703732,41
BKR,2026-08-25,2026-09-18,47.0,14.5,16.1,15.3,0.6135,0.9715,0.0072,-0.0265,0.0112,0.0294,24,62.29499816894531,1.0279702926980776,0.004920091663499049,-0.03328684343876831,0.06560039590372235,-0.024812192746832218,0.02324239612359591,0.01557007686963244,0.02115527404324091,6856741.5,0.03250369745048576,-0.10585618191227872,0.40209312944092834,0.37905531859797603,0.33580872440817894,0.3041,0.3194,0.7544746991168543,15.74074303269569,0.05198298630727738,8,0.005778334160703732,42
MGM,2026-08-25,2026-09-18,46.0,0.4,0.65,0.525,0.1739,0.1009,0.0915,-0.0077,0.0196,0.0028,24,43.52000045776367,1.1778078365133318,-0.0038910087958066164,0.004616822815059818,-0.05800866365624857,-0.0034348000336832385,0.18647764710140202,0.013166477877874411,0.025610608040081882,2297300.75,-0.09110536210948517,-0.1414479850699261,0.4166667132327966,0.35042925262750296,0.22517065617338197,0.1964,0.3593,1.0569852829997826,14.647245840043782,0.04218405388694535,8,0.005778334160703732,43
PTC,2026-08-25,2026-09-18,105.0,44.79,48.5,46.644999999999996,0.5666,0.9972,0.0006,-0.0281,0.0051,0.0683,24,150.63999938964844,9.81368049811247,-0.02378328188069445,0.02839980736924108,0.1813975128688814,0.08585024168457567,-0.07565810725101918,0.024335460888303545,0.03021771840565341,1400837.7,0.1483008144156448,-0.30429963405120747,0.34104866851344257,0.4200305141825247,0.4773407557166134,0.4498,0.3917,0.6970260251289891,14.152581686642405,0.03962185490619996,8,0.005778334160703732,44
ODFL,2026-08-25,2026-09-18,160.0,34.79,43.0,38.894999999999996,0.4896,0.9587,0.0032,-0.0241,0.0412,0.0998,24,198.5,48.97204584931042,-0.014790529038768097,-0.04567307692307687,-0.1227682469911634,-0.11836551018845276,-0.08182618179210555,0.01930880400349029,0.02203298175733924,1672543.65,-0.1558649454444,-0.20194587138803075,0.5717792268666809,0.35223560206941734,0.35360030755801836,0.3182,0.3341,0.8060453400503779,14.329856767190206,0.020265991324287747,8,0.005778334160703732,45
FICO,2026-08-25,2026-09-18,910.0,226.0,240.6,233.3,0.6075,0.9374,0.0007,-0.6502,0.3678,0.5451,24,1138.5,25.810473458320953,-0.023919773516875575,0.05600490219666998,-0.1479696270360964,-0.08962966990286714,-0.2223413826369509,0.0518602253313811,0.037384272134073054,395805.55,-0.181066325489333,-0.39426992076649414,0.23432029015140823,0.6358197738606851,0.752223175707012,0.7413,0.4937,0.7992973210364515,12.888680860775674,0.015331533686128829,8,0.005778334160703732,46
ZTS,2026-08-25,2026-09-18,60.0,17.0,18.1,17.55,0.4756,0.9846,0.004,-0.0131,0.0076,0.0385,24,77.25,2.4523809523809526,0.0010366960341186005,0.04448351752640911,-0.0033544333513692015,-0.005663565807429327,-0.38671006223020243,0.026492028380691358,0.02102969501397816,6635217.5,-0.036451131804605796,-0.5060741495224799,0.07500694884313706,0.35233963233318016,0.33728155992677317,0.366,0.3559,0.7766990291262136,15.707902156630484,0.014458405921662143,8,0.005778334160703732,47
RL,2026-08-25,2026-09-18,270.0,92.5,96.5,94.5,0.4957,0.9904,0.0004,-0.018,0.0195,0.1752,24,363.55999755859375,6.443814416121417,-0.019578257974838476,-0.03883675463689684,-0.03682507871337837,-0.0009343125682693687,0.010422167325657483,0.017275674104191452,0.020885047963896505,609719.1,-0.06992177716661496,-0.12236572707641823,0.265040464274079,0.3726285405561382,0.3206646105806864,0.2985,0.305,0.7426559627382685,13.320755278385473,0.010588603573397082,8,0.005778334160703732,48
OKE,2026-08-25,2026-09-18,70.0,21.3,22.8,22.05,0.4914,0.9764,0.0026,0.0,0.0073,0.0451,24,92.12899780273438,7.832507821217184,-0.009578573129291224,-0.05090143100467426,0.037488678339754555,0.09755772126697759,0.08693954083035638,0.017422028364577527,0.017358351837614572,3694749.95,0.0043919798865179605,-0.05090143100467423,0.43257660239831824,0.3381916837714049,0.2980875284877324,0.2758,0.2709,0.7598042057277477,15.122423708198378,-0.0019375895193911585,8,0.005778334160703732,49
MAS,2026-08-25,2026-09-18,65.0,7.0,9.7,8.35,0.2846,0.9548,0.0184,-0.0221,0.0183,0.0403,24,72.7699966430664,2.708052915737304,-0.00601014133190414,-0.0083129004249608,-0.10832010661894143,0.03587183833546481,0.06326700828754661,0.03221554555119002,0.025777406036834392,2509363.2,-0.14141680507217802,-0.1208167259341999,0.24180884876990347,0.45982242131764245,0.5227105016191967,0.4605,0.2998,0.8932252713824093,14.735539972247478,-0.0020068906076972093,8,0.005778334160703732,50
A,2026-08-25,2026-09-18,115.0,38.1,42.29,40.195,0.6561,0.9671,0.0027,-0.0421,0.0282,0.0719,24,154.69000244140625,6.474749135950862,0.00821227807973357,0.04210455333606622,0.10068314950367685,0.14137094248270743,0.28330845583625575,0.016853538703004482,0.018220510489976482,1796619.9,0.06758645105044025,-0.02710690288423742,0.4032112249545432,0.2843680905977988,0.27513555831470976,0.2884,0.4041,0.7434223167949067,14.401418180794295,-0.0038832725860276085,8,0.005778334160703732,51
TT,2026-08-25,2026-09-18,340.0,113.1,117.2,115.15,0.4579,0.993,0.0002,-0.0236,0.0181,0.2213,24,455.489013671875,18.204084464021104,0.005583323614681168,-0.01700796669693594,-0.03093629160944178,0.009282131602511567,0.02345585027577246,0.019048349886400806,0.019611045051928965,1155281.4,-0.06403299006267837,-0.09528260159175607,0.21002317173006757,0.29513447538033816,0.2979781146083147,0.2676,0.2797,0.7464504956093827,13.95985537421675,-0.004832623697705207,8,0.005778334160703732,52
TDY,2026-08-25,2026-09-18,520.0,104.0,114.0,109.0,0.2957,0.9956,0.0003,-0.095,0.0247,0.3388,24,626.7650146484375,21.354855417451674,0.002487152510567414,-0.05749621857377818,-0.03525631299620369,0.011188547452338993,-0.08202616295493215,0.016340456047761173,0.016142960355814077,304460.8,-0.06835301144944028,-0.0933530656503617,0.29371274396597996,0.25453433116467655,0.2257678178431433,0.2414,0.2752,0.8296570291047216,12.626300906702449,-0.013481224165782124,8,0.005778334160703732,53
CDW,2026-08-25,2026-09-18,115.0,25.7,29.2,27.45,0.4829,0.9531,0.0045,0.0,0.0298,0.0717,24,141.3300018310547,8.011905142921401,0.06656107229529584,0.04712158666985333,-0.018746073534163576,0.1265843385342147,0.13181707954213362,0.035223051002867635,0.03367331329374409,1981004.95,-0.05184277198740017,-0.1723956298228767,0.42326281457805937,0.3666510777213766,0.4108977002546035,0.541,0.3942,0.8136984257416945,14.499115329209745,-0.015259473072462337,8,0.005778334160703732,54
SYF,2026-08-25,2026-09-18,70.0,9.7,12.2,10.95,0.3194,0.9617,0.0117,-0.0082,0.0161,0.0439,24,80.55999755859375,3.502608589504076,0.006748324646101311,-0.00024825356175695035,0.04460574026839215,0.12765950175698193,0.16298544048879227,0.01800357983861918,0.022520926115684237,3110483.75,0.011509041815155552,-0.08940887931465669,0.26309186422787595,0.35704031476704373,0.4664457704694045,0.2725,0.2772,0.8689176032942014,14.950289140176439,-0.023085568504169873,8,0.005778334160703732,55
TDG,2026-08-25,2026-09-18,1040.0,153.0,161.7,157.35,0.2364,0.9925,0.0003,-0.2276,0.0759,0.6748,24,1196.449951171875,49.956155033751706,-0.0021933523861628057,-0.030256672371552495,-0.0852619112282067,-0.049168731132054,-0.09023514537526145,0.016101892429266282,0.01882194755198544,454737.65,-0.1183586096814433,-0.1748621026400862,0.05611357426653347,0.3033625032509646,0.30816651778493276,0.2694,0.2856,0.8692381983729127,13.027478137300339,-0.024757179815869224,8,0.005778334160703732,56
BG,2026-08-25,2026-09-18,100.0,11.19,13.5,12.344999999999999,0.3504,0.9114,0.0158,-0.0397,0.0459,0.0588,24,111.91999816894533,1.933989981590971,0.015976710678354156,-0.021336152749070303,-0.046434390816229465,-0.09229525223965707,-0.026867262932705804,0.025506007908102993,0.022311930989726465,1397769.75,-0.07953108926946606,-0.14831447340400444,0.45086853842993524,0.35073860449030875,0.3971524787849131,0.3688,0.2983,0.8934953684420914,14.15038920406577,-0.02890592778321832,8,0.005778334160703732,57
IDXX,2026-08-25,2026-09-18,450.0,97.1,105.4,101.25,0.2778,0.9981,0.0001,-0.0525,0.0086,0.2945,24,550.25,30.66741121566759,-0.016550212871980552,-0.005548339629114274,-0.03386940122123905,-0.023565788168280366,-0.15176508456055204,0.017923174866633505,0.02032644818559914,629355.0,-0.06696609967447564,-0.28229508366381306,0.045228321267709606,0.32029030051355517,0.30280194969324553,0.2989,0.2885,0.817810086324398,13.35245235332003,-0.03693908707999627,8,0.005778334160703732,58
TSN,2026-08-25,2026-09-18,52.5,4.3,5.0,4.65,0.239,0.9255,0.0451,-0.0381,0.0224,0.0312,24,57.119998931884766,3.3462214383755424,-0.012960083183736981,-0.015002633581662539,-0.06636157817978205,-0.06391349551985626,-0.09218053728302844,0.016514254329224185,0.017292333758821794,3086719.4,-0.09945827663301865,-0.16916365189985796,0.12618291713623342,0.2951843758587265,0.30744343905085353,0.2803,0.2817,0.9191176642458609,14.942619726010074,-0.038702920363428484,8,0.005778334160703732,59
EW,2026-08-25,2026-09-18,77.5,12.6,14.4,13.5,0.3147,0.9772,0.0069,-0.0101,0.0119,0.0495,24,90.9800033569336,26.32015313230947,0.005303904496503753,0.0,0.08723712984148135,0.05215684136188803,0.0675897917592514,0.01440686138141669,0.015253094610046765,3190639.7,0.05414043138824476,-0.0441268852151264,0.25230559457765867,0.3124404201393725,0.25282511329608043,0.2345,0.2568,0.851835536826167,14.975732300989074,-0.04366948037377527,8,0.005778334160703732,60
IR,2026-08-25,2026-09-18,65.0,12.9,16.1,14.5,0.4159,0.9776,0.0073,-0.0308,0.0124,0.0411,24,78.68000030517578,3.702588249655331,-0.016377017046866227,-0.025875899774102984,-0.09040462074941291,0.09826913701153073,-0.1432926454428156,0.017844978537568383,0.021544420354950904,4050782.5,-0.1235013192026495,-0.20332119680755126,0.14794279623873305,0.3195648028508101,0.30555128680681753,0.3537,0.3404,0.8261311610051446,15.214420877162494,-0.050337461305341114,8,0.005778334160703732,61
PODD,2026-08-25,2026-09-18,100.0,39.4,48.0,43.7,0.7166,0.9804,0.0018,-0.0364,0.0175,0.0636,24,142.5800018310547,8.387058931238512,-0.01952961335201775,-0.036816841134801215,-0.1486236293558435,-0.016282603633221426,-0.41298529297484443,0.05199238569033911,0.03721666937588592,1760531.8,-0.1817203278090801,-0.5958845902408452,0.06993852400121969,0.5204139911318386,0.8141763446423654,0.7546,0.4261,0.7013606306338219,14.381127048474406,-0.05096045096178592,8,0.005778334160703732,62
CRL,2026-08-25,2026-09-18,250.0,47.9,51.6,49.75,0.4332,0.9492,0.0029,-0.048,0.0753,0.1542,24,297.9549865722656,6.997533437280395,-0.0020932414364910334,0.067212235276217,0.2392588098359949,0.6488018123093866,0.6591768767915249,0.02949889518244767,0.027846260399717573,944275.05,0.2061621113827583,-0.0020932414364910243,1.0468157696018354,0.4756338500488155,0.5311045261779221,0.4555,0.4275,0.83905291492534,13.75817382822699,-0.054285175109625716,8,0.005778334160703732,63
CPAY,2026-08-25,2026-09-18,330.0,80.4,88.3,84.35,0.3574,0.9946,0.0004,-0.0505,0.0171,0.2148,24,412.8500061035156,16.514000244140625,-0.002585058198461665,0.01482227685643589,0.07423500789858295,0.1411001106494203,0.2559321141713171,0.01656480536573087,0.018716639216513998,551712.3,0.041138309445346355,-0.029136450981551664,0.6190196317784926,0.2967849541557099,0.266149839577452,0.2588,0.2907,0.7993217757571202,13.22078380627464,-0.05547321179178366,8,0.005778334160703732,64
EXE,2026-08-25,2026-09-18,70.0,23.5,26.1,24.8,0.5358,0.9916,0.0021,-0.0241,0.0068,0.0452,24,95.41999816894533,2.2190697248591937,-0.00944673149394648,-0.00031428790210585866,0.07794850641151019,0.0262421458799591,-0.09879107816216881,0.01892110901160883,0.017229725587319455,2869577.2,0.04485180795827359,-0.22353325215344602,0.09741232338104609,0.32289385477505855,0.3642840861540978,0.3083,0.295,0.733598840319216,14.86967560829374,-0.058355435709208314,8,0.005778334160703732,65
TYL,2026-08-25,2026-09-18,290.0,60.0,64.59,62.295,0.4115,0.967,0.0017,-0.0274,0.0602,0.1831,24,348.3999938964844,39.681093905749385,-0.02077072000605218,0.048734242972326314,0.045147705166968644,0.1125658651989383,-0.05367234237579044,0.024082087191913425,0.029069412167313045,817959.9,0.012051006713732049,-0.3845610158596534,0.26566646493083684,0.35116657327909856,0.5159190042012319,0.4758,0.4439,0.8323765932273924,13.614569814931448,-0.0585235015543889,8,0.005778334160703732,66
FOXA,2026-08-25,2026-09-18,65.0,3.6,7.3,5.45,0.361,0.7851,0.0453,-0.0429,0.0519,0.0322,24,70.08499908447266,1.844342081170333,0.01264268186063755,0.015283214889642904,0.21422379768305388,0.09644870294321328,0.1996747908446217,0.021273952927673503,0.03217118704656284,5264449.6,0.1811270992298173,-0.07916175900095129,0.43646234411461576,0.33978603387612216,0.3039711992468926,0.3088,0.3313,0.9274452571748804,15.476487348627744,-0.05855677388356928,8,0.005778334160703732,67
LII,2026-08-25,2026-09-18,310.0,76.2,84.0,80.1,0.5348,0.9561,0.0016,-0.0958,0.0889,0.192,24,389.2999877929688,13.78541044434132,-0.024555294815016726,-0.05291327246299471,-0.2845196775033769,-0.22474911392003494,-0.2930430205481448,0.05058885948652784,0.03458303063158975,615444.95,-0.3176163759566135,-0.3293250645066689,0.0,0.6012658222405398,0.7920467725246658,0.7376,0.3452,0.7963010781414644,13.330102405965974,-0.06070187132056348,8,0.005778334160703732,68
RVTY,2026-08-25,2026-09-18,100.0,23.1,26.1,24.6,0.4933,0.9618,0.0051,-0.0286,0.0255,0.0624,24,124.62999725341795,5.245370204244443,0.013252010190389907,0.09564832750257546,0.11765756314091824,0.1920611536636636,0.265407655159106,0.020443662560261474,0.023604239330437843,1555724.35,0.08456086468768165,-0.000961945864385134,0.5150740823835466,0.3186823862903939,0.3348002893049022,0.3414,0.3915,0.8023750477717155,14.257452457857925,-0.06214542343974738,8,0.005778334160703732,69
HUBB,2026-08-25,2026-09-18,390.0,70.59,78.7,74.64500000000001,0.4604,0.9284,0.0022,-0.0468,0.1497,0.2351,24,464.9200134277344,10.326965986237772,-0.003942060800826819,-0.03914349708018683,-0.03874620620370128,-0.018348371429241617,-0.05269160400970563,0.02368459284859206,0.023890369528865762,531783.8,-0.07184290465693788,-0.16658593927622597,0.1413001525579299,0.35349496922525264,0.36365777714585124,0.3382,0.3318,0.8388539721588482,13.183994175208829,-0.06218207292940303,8,0.005778334160703732,70
PH,2026-08-25,2026-09-18,910.0,104.1,111.4,107.75,0.1592,0.9935,0.0002,0.0,0.0226,0.595,24,1018.6300048828124,23.16472214547235,0.004328378579731229,-0.022287249841385415,0.027922400799857527,0.2060073629803636,0.031221238868061274,0.022065658765173704,0.017659194253577044,659631.35,-0.0051742976533790674,-0.05144010959012499,0.4213574680518425,0.33665584701145745,0.3211822464963114,0.2885,0.2486,0.8933567592137543,13.399437913340602,-0.06607492708604812,8,0.005778334160703732,71
AMT,2026-08-25,2026-09-18,155.0,22.9,25.4,24.15,0.2729,0.9902,0.0035,-0.0864,0.02,0.0995,24,178.63999938964844,6.550788279828953,0.001401423851423056,0.03661578072040994,0.04163264950232315,-0.044501535223798405,-0.06373167435857308,0.018829132624573735,0.020118969461495027,2455561.55,0.008535951049086554,-0.15384613716720777,0.1019677917282134,0.290418684340558,0.3101266754173988,0.2774,0.2717,0.8676668189071977,14.713866437563995,-0.0665150753310898,8,0.005778334160703732,72
HBAN,2026-08-25,2026-09-18,16.0,0.85,1.25,1.05,0.2278,0.8511,0.2346,-0.0061,0.01,0.0087,24,16.975000381469727,0.710548380709671,-0.0038145851270692255,-0.03878819206460882,-0.018786061845285973,0.03759167164877919,0.00861559467742068,0.012670412119833531,0.01624865232929741,22090310.6,-0.05188276029852257,-0.11909704316427844,0.13015977790436997,0.26513891619291213,0.2652462204225665,0.2444,0.24,0.9425625708654441,16.9106496812271,-0.06962868184229665,8,0.005778334160703732,73
SRE,2026-08-25,2026-09-18,75.0,9.4,10.5,9.95,0.38,0.8953,0.0211,-0.0207,0.038,0.0433,24,84.4800033569336,3.7513322220119885,-0.0010641638668013043,-0.030970370942770997,-0.06713774696964092,-0.05217091932880158,-0.1143725348833452,0.017030479849808662,0.01426034930648029,4056167.15,-0.10023444542287752,-0.15308267311344767,0.06384585645401976,0.2068421118952429,0.19217650151346993,0.2495,0.3049,0.887784055631722,15.215749280494427,-0.07257634268070434,8,0.005778334160703732,74
AZO,2026-08-25,2026-09-18,2420.0,605.7,634.7,620.2,0.3854,0.9911,0.0,-0.4374,0.1916,1.5685,24,3033.424560546875,33.02585314034108,0.00796979491453742,-0.012942662780478287,-0.027374466764334415,0.03346789172136533,-0.18390514916683476,0.01652321251925488,0.01952078338086498,199263.25,-0.06047116521757101,-0.3033880654821241,0.03760032856058663,0.25591312201221134,0.30117466023358963,0.2849,0.3374,0.7977782046980312,12.202387112288381,-0.07358861263494765,8,0.005778334160703732,75
MSCI,2026-08-25,2026-09-18,480.0,85.0,90.5,87.75,0.2859,0.9875,0.0006,-0.011,0.0384,0.311,24,566.1300048828125,24.614348038383152,-0.009153564482699883,0.005970441272548754,-0.022886155146582765,-0.10334505289268825,-0.010902021922196359,0.012379913347209627,0.02221306827518793,632684.4,-0.05598285359981936,-0.12068404725557949,0.10606832004797527,0.46650808511262853,0.4827723939707619,0.3978,0.273,0.8478617912141202,13.35772857916144,-0.07437279733371693,8,0.005778334160703732,76
STT,2026-08-25,2026-09-18,160.0,32.4,34.5,33.45,0.3882,0.9743,0.003,-0.0385,0.0294,0.1015,24,192.9600067138672,3.4705038131193486,0.010685148567394442,0.005680990381085715,0.05690967285331405,0.23978416519256873,0.5248933563915412,0.01736953811624135,0.01568690941392396,1486514.0,0.023812974400077458,-0.0004143523365495833,0.7464024838861925,0.2657115518550275,0.23379946258575576,0.242,0.2842,0.8291873675007574,14.211945012186733,-0.0750544193226278,8,0.005778334160703732,77
DVA,2026-08-25,2026-09-18,155.0,21.7,24.5,23.1,0.3375,0.9485,0.0068,-0.0496,0.048,0.0954,24,177.23500061035156,6.999802636118554,0.004164309407091116,-0.003794070248235082,-0.2598555264298009,-0.0881096930758496,0.14500296077104058,0.040730820476612854,0.02756917858665901,1026845.15,-0.2929522248830375,-0.2644629993689665,0.7063155475480496,0.45308165237697573,0.648327597357799,0.595,0.3022,0.8745450924829747,13.842002672430734,-0.07933052153982223,8,0.005778334160703732,78
FAST,2026-08-25,2026-09-18,35.0,13.5,17.5,15.5,0.6863,0.9869,0.0042,-0.0145,0.0048,0.0224,24,50.32500076293945,10.275650918010102,-0.018623206690538963,-0.018431825363502963,0.04625784530981791,0.1385746582415368,0.08388973577778502,0.01452984317947686,0.015155548852248409,7299410.15,0.013161146856581318,-0.03923253652674516,0.2854405824141196,0.2709567514085322,0.2513123398800087,0.2397,0.3117,0.6954793734603347,15.80330423848151,-0.08613605431581361,7,0.009739625569785028,79
TKO,2026-08-25,2026-09-18,175.0,18.0,20.7,19.35,0.3677,0.8597,0.012,-0.0804,0.1088,0.0964,24,192.85499572753903,13.048376130705776,-0.0029211169824991945,0.0038779611411197124,0.03652046790340013,-0.06006919479579953,-0.10810248560266222,0.019990767452420143,0.021081393297004144,1151793.55,0.0034237694501635385,-0.14271430489048392,0.09272474205350303,0.32730612961809286,0.1963187658746576,0.2703,0.3236,0.9074175099266594,13.956831762319256,-0.08912574455250166,7,0.009739625569785028,80
CCI,2026-08-25,2026-09-18,70.0,5.4,6.8,6.1,0.296,0.8502,0.0388,-0.0127,0.0437,0.0385,24,76.16999816894531,2.83054621333528,-0.0030105150829831118,0.028907192015879213,0.00554453028310653,-0.167541003618084,-0.16434452118665666,0.020449104584208556,0.022634968605085744,3436323.6,-0.027552168170130065,-0.2602700080998874,0.03477784998460855,0.33259056584278296,0.3496011400236322,0.3135,0.2874,0.9189970025303107,15.049913027938564,-0.0910780942627254,7,0.009739625569785028,81
GEN,2026-08-25,2026-09-18,28.0,0.95,2.15,1.5499999999999998,0.2783,0.7387,0.1597,-0.0217,0.0245,0.013,24,29.18000030517578,1.6523216623612718,0.0024046614000869937,0.05571638746504792,0.05801306692878083,0.1314462686818838,0.30910718289153705,0.020243826348374534,0.02396195737890332,5221280.5,0.024916368475544237,-0.06264050459880578,0.6310788876862676,0.3564438823655463,0.30647163361703034,0.3304,0.3318,0.9595613333504154,15.468253427813389,-0.09169270639612748,7,0.009739625569785028,82
CBRE,2026-08-25,2026-09-18,130.0,20.7,23.5,22.1,0.3471,0.9608,0.0058,-0.0154,0.0308,0.0815,24,151.96499633789062,7.745412326079609,0.00023039336402841393,0.03167001486411136,0.033423959089636135,0.2153310558638981,0.07213906059302144,0.02068465510795351,0.020931738513748858,1529928.65,0.00032726063639954006,-0.11447470545184502,0.2192313629817907,0.3409634655981413,0.34949746316919766,0.3554,0.341,0.8554601594629597,14.24073231191933,-0.09361843553365057,7,0.009739625569785028,83
LNT,2026-08-25,2026-09-18,65.0,2.55,5.2,3.875,0.1693,0.9035,0.0562,-0.0106,0.0295,0.0382,24,68.61000061035156,4.869410920322102,0.0027770015564321238,-0.01957706031527784,-0.07019921725039269,-0.04189358992361658,-0.0510373760117917,0.011499956143450526,0.01280201078447833,2586226.95,-0.10329591570362928,-0.1207227773460462,0.0784344822735596,0.20498243848003284,0.20380909493653132,0.1868,0.2383,0.947383754871926,14.765710982147642,-0.09700184831014014,7,0.009739625569785028,84
PNW,2026-08-25,2026-09-18,85.0,12.1,14.5,13.3,0.3402,0.9484,0.011,0.0,0.024,0.0529,24,98.05999755859376,2.357211566235894,0.0035820128686985253,-0.020868736250044706,-0.06902121091881985,-0.016843797284519568,-0.04786872907500139,0.00988026151169229,0.01213380627671028,1145624.75,-0.10211790937205645,-0.10341048645847029,0.1419587099349073,0.18244510442520873,0.17601983500565374,0.1635,0.2765,0.8668162565393699,13.951461552240376,-0.09723215754224002,7,0.009739625569785028,85
ORLY,2026-08-25,2026-09-18,81.33,8.3,11.0,9.65,0.2593,0.9588,0.0155,-0.0308,0.0216,0.0506,24,90.41999816894533,42.055811236367724,-0.0028672489562796555,-0.00374618729927767,-0.00822639042517248,0.04074586817954917,-0.04084012529138292,0.014974573098920902,0.019614720558883497,5172697.55,-0.041323088878409076,-0.16138009251649219,0.09295291309047475,0.2716501853448336,0.34775059668117236,0.3091,0.2918,0.8994691622094361,15.458905073558695,-0.09761754447492355,7,0.009739625569785028,86
DRI,2026-08-25,2026-09-18,175.0,45.0,48.3,46.65,0.4135,0.9946,0.0012,-0.0856,0.0167,0.1131,24,221.3500061035156,6.276876691778611,-0.01866461917292983,0.011377161135976976,0.06942704934100363,0.08552793942520509,0.08819626428603256,0.019147669535622944,0.017732386079150893,1060136.35,0.03633035088776704,-0.027802120414153482,0.3081378010806225,0.32563251415067185,0.2869220467258846,0.2946,0.2837,0.7906030954350199,13.873909033165772,-0.09891706658220756,7,0.009739625569785028,87
ROL,2026-08-25,2026-09-18,32.5,2.75,5.4,4.075,0.2695,0.9571,0.0353,-0.0061,0.0083,0.0202,24,36.4900016784668,13.924420815663606,-0.020665503965452747,0.004680671395126845,-0.06459873754148271,-0.23340330150839217,-0.3708620400264345,0.011480172561712219,0.019687656675010694,4968845.85,-0.0976954359947193,-0.44374996147504575,0.01304834022015738,0.30532081573944103,0.3836458015549299,0.348,0.2876,0.8906549329971298,15.418698349018715,-0.09935117100516555,7,0.009739625569785028,88
CHRW,2026-08-25,2026-09-18,130.0,13.6,15.6,14.6,0.4002,0.8397,0.0163,-0.0677,0.0883,0.0696,24,144.69000244140625,3.886382063401847,0.012809756567522257,0.0001382751967520246,-0.14556510233589048,-0.19009231802580218,-0.2379522506855084,0.04035866442072082,0.031229051210060095,2017192.95,-0.17866180078912708,-0.3090917595907887,0.16319642375886328,0.4727287040748721,0.7350935180791612,0.6579,0.3442,0.8984725814255541,14.517217969973387,-0.09977364034222347,7,0.009739625569785028,89
SW,2026-08-25,2026-09-18,45.0,4.7,5.3,5.0,0.391,0.8495,0.0482,-0.0354,0.03,0.0242,24,49.310001373291016,6.050307200159515,0.012733677635429874,0.042494760436604606,-0.02933066705013887,0.19829889537866352,0.0911706765166167,0.025895129603147726,0.030650626688105993,4440419.7,-0.062427365503375465,-0.04880398865451345,0.5038121377404661,0.4461735417755772,0.4169139926069474,0.4902,0.3893,0.9125937689463228,15.306259682171948,-0.10052770876614092,7,0.009739625569785028,90
VTRS,2026-08-25,2026-09-18,17.0,0.2,0.35,0.275,0.2137,0.4318,0.4282,-0.0084,0.0169,0.0045,24,16.674999237060547,0.8296019363478867,0.008161929507904064,0.03123062203982019,-0.06634945872309739,0.02552269387066608,0.13358254206783182,0.01898357475767921,0.019066226982086595,10078313.85,-0.09944615717633398,-0.06634945872309742,0.7571127122478114,0.36832931677293823,0.38920855558680306,0.3374,0.297,1.0194903015178034,16.125896629052402,-0.1021006699446313,7,0.009739625569785028,91
WAT,2026-08-25,2026-09-18,350.0,61.6,69.2,65.4,0.4304,0.9425,0.0024,-0.1233,0.1203,0.2135,24,413.6499938964844,10.882662777234215,0.007060240770503601,0.0309034115800233,0.07749414033078073,0.07842111217741787,0.29654583380642396,0.018566392907039472,0.017745024440734922,848647.15,0.04439744187754413,-0.006007449325162948,0.46000982353188286,0.30184807776140277,0.33201346084388544,0.3159,0.3263,0.8461259643765092,13.651399950654467,-0.10762437743908393,7,0.009739625569785028,92
CFG,2026-08-25,2026-09-18,50.0,18.7,21.39,20.045,0.603,0.986,0.0028,-0.0061,0.0055,0.0322,24,69.9021987915039,3.251265060069949,-0.004667585786144235,-0.04843180421058246,-0.041647978451092804,0.1227465575971205,0.16116607816618767,0.012889405209111669,0.01645107565625381,3030335.6,-0.0747446769043294,-0.0646032965149299,0.4445587863854643,0.31237752952435743,0.3183444491431936,0.2521,0.2575,0.7152850820778063,14.924184260424525,-0.11087125936112807,7,0.009739625569785028,93
MET,2026-08-25,2026-09-18,90.0,5.3,7.2,6.25,0.1503,0.96,0.0233,-0.0163,0.0212,0.0564,24,95.9250030517578,2.1875580900496243,-0.002962228826804525,-0.008322136640534827,-0.016052875641649034,0.1600556321150166,0.30830610271441805,0.013323009224651761,0.015006247290849019,3607462.8,-0.04914957409488563,-0.0402700752314049,0.41691295976119636,0.2707406181621595,0.2168338002448479,0.2078,0.2196,0.9382329646780322,15.098515534929781,-0.11195907074343137,7,0.009739625569785028,94
