ticker,tier,dead,date,close_unadj,mcap,n,implied_spot,totvol,totoi,n_oi_pos,zero_bid,med_spread,earn_n,earn_covers_date
CBIO,cap150,False,2026-06-12,17.92,494.1,0,,,,,,,50,True
CBRL,cap150,False,2008-11-19,12.07,270.0,170,12.175,529.0,29913.0,110.0,0.2,0.10391363022941963,111,True
DAKT,cap150,False,2016-06-08,6.6,290.3,52,6.475,1.0,2381.0,24.0,0.38461538461538464,0.17662337662337657,109,True
DFDV,cap150,False,2026-08-28,4.98,154.4,84,4.95,2727.0,35518.0,63.0,0.16666666666666666,0.2749200813716942,12,False
DMRC,cap150,False,2014-12-05,28.49,219.2,0,,,,,,,106,True
ELMT,cap150,False,2026-07-27,14.71,441.0,0,,,,,,,2,True
ENPH,cap150,False,2014-04-21,7.67,324.0,44,7.25,0.0,5256.0,18.0,0.3181818181818182,0.4179057260360646,58,True
GOLD,cap150,False,2021-03-02,28.87,207.7,656,19.84,140732.0,1397753.0,549.0,0.14176829268292682,0.10126582278481021,84,True
GTE,cap150,False,2024-08-15,8.55,262.9,84,8.475,184.0,13184.0,40.0,0.47619047619047616,0.2749913524731927,82,True
HMN,cap150,False,2009-06-12,9.5,372.1,30,10.0,0.0,169.0,8.0,0.5666666666666667,1.5275590551181102,122,True
IZEA,cap150,False,2021-04-12,5.33,315.2,30,5.45,15282.0,28979.0,28.0,0.06666666666666667,0.12746991531718904,59,True
KNSA,cap150,False,2019-10-11,6.37,349.4,0,,,,,,,35,True
KRAQ,cap150,False,2026-02-23,10.07,314.7,0,,,,,,,2,False
LGVN,cap150,False,2021-12-14,17.72,338.8,0,,,,,,,27,True
LQDA,cap150,False,2023-08-08,7.64,494.4,66,7.6,441.0,30319.0,49.0,0.22727272727272727,0.18803418803418814,34,True
LSAK,cap150,False,2020-05-05,3.59,203.1,0,,,,,,,105,True
LZB,cap150,False,2010-10-14,8.64,447.8,50,8.6,19.0,4247.0,28.0,0.32,0.1766075949367088,122,True
MASS,cap150,False,2024-02-29,7.35,238.0,58,7.374999999999999,9.0,956.0,29.0,0.2413793103448276,0.291702067403002,30,True
MUZE,cap150,False,2026-02-17,9.99,237.6,0,,,,,,,2,False
NGNE,cap150,False,2024-04-23,31.17,400.6,0,,,,,,,50,True
NN,cap150,False,2023-08-30,4.585,496.2,56,4.475,0.0,832.0,3.0,0.4107142857142857,0.6666666666666666,24,True
NNDM,cap150,False,2026-08-06,1.57,328.5,88,1.275,415.0,186795.0,61.0,0.4659090909090909,1.0000000000000002,43,True
NUTX,cap150,False,2025-08-01,84.0,467.5,0,,,,,,,49,True
OACC,cap150,False,2024-11-12,10.04,225.1,0,,,,,,,8,True
OPFI,cap150,False,2020-12-23,10.14,307.2,0,,,,,,,25,True
ORN,cap150,False,2012-10-04,7.19,195.1,44,7.2250000000000005,0.0,231.0,7.0,0.4318181818181818,0.15730337078651693,75,True
PPC,cap150,False,2009-08-13,5.13,379.9,0,,,,,,,114,True
PRLD,cap150,False,2022-01-20,8.8,415.5,94,9.725,2.0,371.0,32.0,0.2872340425531915,0.6666666666666667,25,True
REI,cap150,False,2018-10-26,7.45,449.9,70,7.500000000000001,229.0,16567.0,32.0,0.3142857142857143,0.15779645191409897,76,True
SCLX,cap150,False,2025-09-22,30.0,208.7,0,,,,,,,24,True
SENEA,cap150,False,2021-05-05,47.64,432.0,0,,,,,,,109,True
SMRT,cap150,False,2024-05-02,2.44,497.4,16,2.6,8.0,684.0,12.0,0.4375,0.6153846153846153,106,True
SPFI,cap150,False,2024-02-02,26.67,439.6,68,27.325,0.0,81.0,11.0,0.3235294117647059,0.49691358024691357,31,True
SRZN,cap150,False,2025-12-30,21.55,184.7,0,,,,,,,23,True
STRA,cap150,False,2014-03-26,44.33,478.6,86,44.300000000000004,158.0,5621.0,51.0,0.18604651162790697,0.15384615384615385,118,True
TONT,cap150,False,2024-07-18,10.02,250.5,0,,,,,,,8,False
ULBI,cap150,False,2024-06-18,10.1,166.3,76,10.5,0.0,336.0,19.0,0.5394736842105263,0.5242718446601942,119,True
VRNS,cap150,False,2015-10-06,15.76,392.7,0,,,,,,,50,True
AMCC,cap150,True,2008-09-16,6.77,439.7,50,6.55,260.0,34419.0,19.0,0.44,0.13215093027299601,0,
AMPS,cap150,True,2024-10-10,2.75,442.2,58,2.75,63.0,2702.0,29.0,0.43103448275862066,0.15384615384615385,0,
ANRZQ,cap150,True,2015-01-13,1.19,263.7,0,,,,,,,0,
ASBB,cap150,True,2017-05-25,40.6,153.8,0,,,,,,,0,
ATX,cap150,True,2013-06-18,16.15,208.1,0,,,,,,,0,
BBND,cap150,True,2008-07-08,4.15,260.8,32,4.125,37.0,3714.0,14.0,0.4375,0.10538218000904565,0,
BZ2,cap150,True,2009-12-09,5.11,431.5,0,,,,,,,0,
CLFC,cap150,True,2011-06-02,6.53,260.6,0,,,,,,,0,
CLOE,cap150,True,2021-08-02,10.13,165.9,0,,,,,,,0,
CLUBQ,cap150,True,2011-10-21,8.26,188.5,0,,,,,,,0,
CRWN,cap150,True,2015-05-01,3.87,1391.9,0,,,,,,,0,
CTFO,cap150,True,2010-11-09,6.02,152.0,36,6.0,4.0,926.0,18.0,0.3055555555555556,0.27027027027027023,0,
ELVT,cap150,True,2017-10-02,6.27,261.4,0,,,,,,,0,
EQM,cap150,True,2012-09-27,28.24,489.7,36,30.0,0.0,30.0,2.0,0.5555555555555556,0.8620689655172414,0,
FBRC,cap150,True,2010-07-16,3.42,212.8,0,,,,,,,0,
FST,cap150,True,2021-11-11,12.18,304.5,82,12.075000000000001,239.0,9387.0,45.0,0.32926829268292684,0.3529411764705883,0,
GMRRQ,cap150,True,2010-10-12,4.4,391.2,0,,,,,,,0,
GOAC,cap150,True,2022-01-05,9.85,708.0,0,,,,,,,0,
GSQD,cap150,True,2021-12-10,9.9,426.9,0,,,,,,,0,
HORI,cap150,True,2022-03-25,9.83,307.2,0,,,,,,,0,
HT,cap150,True,2022-03-14,8.75,344.4,78,8.025,1.0,5849.0,40.0,0.4358974358974359,0.3406618705035971,0,
IOGPQ,cap150,True,2009-01-02,3.78,375.9,0,,,,,,,0,
KLDO,cap150,True,2020-06-29,7.38,225.0,0,,,,,,,0,
MCF,cap150,True,2016-03-29,11.5,223.2,54,11.325,19.0,2791.0,35.0,0.18518518518518517,0.26483472720031853,0,
MDCO,cap150,True,2009-07-30,8.26,435.6,50,8.225,378.0,13857.0,28.0,0.3,0.07407407407407397,0,
MERU,cap150,True,2011-05-26,16.72,290.0,52,16.675,0.0,944.0,16.0,0.17307692307692307,0.18181818181818185,0,
NCOM,cap150,True,2016-09-14,27.9,303.3,0,,,,,,,0,
NHWK1,cap150,True,2009-11-04,6.43,170.4,0,,,,,,,0,
NOVB,cap150,True,2014-02-07,22.42,153.3,0,,,,,,,0,
ONE2,cap150,True,2014-05-13,5.51,262.0,0,,,,,,,0,
OPXT,cap150,True,2010-02-26,2.04,181.5,0,,,,,,,0,
PKBO,cap150,True,2022-11-04,7.82,156.9,0,,,,,,,0,
RFMD,cap150,True,2009-01-28,1.19,313.1,40,1.0749999999999997,331.0,20682.0,22.0,0.45,0.06249999999999992,0,
