ticker,sector,close,market_cap,volatility_60,composite_score,weight
DIBS,Consumer Cyclical,4.73,159000335.89000002,0.04471977389615866,0.3716770083588734,0.001705050321294772
APPN,Technology,34.58,2476882304.2599998,0.04479892941788025,0.37947585389781285,0.0017020376567177969
KVYO,Technology,17.89,5093773847.93,0.04488021643374289,0.3626006502103021,0.0016989549273329092
TENB,Technology,33.7,3711717427.1000004,0.04560606284406634,0.365512837113078,0.001671915094065075
BBW,Consumer Cyclical,29.14,365341089.02,0.04569994916590772,0.3032530263893492,0.0016684802990274918
CERS,Healthcare,2.54,511873240.92,0.04582140023205783,0.2906562342062318,0.0016640579393845936
SGHT,Healthcare,8.1,446212719.0,0.04604770410589566,0.2870491879431801,0.0016558798387542708
WW,Consumer Cyclical,17.99,179877692.39999998,0.04616658400063468,0.2797746421882655,0.0016516159144204091
TBLA,Communication Services,3.82,1031993620.36,0.04619487514334702,0.29738009943871907,0.0016506044147379048
IT,Technology,172.59,10898881767.84,0.046389619778446,0.3421408707169984,0.0016436751414225356
FIVN,Technology,31.23,2333615873.13,0.046505461805502156,0.26870113029656967,0.0016395808554438148
LINC,Consumer Defensive,24.81,787009893.99,0.04676445894134825,0.30368488494764023,0.0016305003110483238
RNG,Technology,70.19,5861297510.78,0.046897418350917125,0.4575536958749972,0.001625877660883731
PAMT,Industrials,11.93,249841126.01,0.047306319299782365,0.2956441989246377,0.0016118240856296269
DAVE,Technology,376.38,4800917724.66,0.047495983092278135,0.42583290620109343,0.0016053876535565695
FIGS,Consumer Cyclical,13.68,2272798510.56,0.04772923342957234,0.2758026122305559,0.0015975422057089193
TMCI,Healthcare,4.63,301109975.76,0.04810261420237973,0.30714564723833293,0.0015851418080745948
TDOC,Healthcare,6.26,1137341971.46,0.048654636315803794,0.2832331631372401,0.0015671572253661641
SPT,Technology,10.45,633188615.4,0.04975991488733756,0.28015605021014783,0.0015323471718654033
PLTK,Communication Services,2.22,846748372.9200001,0.04985468491031358,0.2851719274533889,0.0015294342946313747
CRTO,Communication Services,17.74,869216696.66,0.050477229781195725,0.3254905408274291,0.0015105715028418632
EMBC,Healthcare,5.55,314460774.45,0.050505159705087135,0.28733898064116653,0.001509736139735336
DOCS,Healthcare,24.42,4352766831.6,0.0515935888755722,0.3204752492371996,0.0014778864295283865
HUBS,Technology,240.42,11988832044.42,0.05175227996035612,0.376725947444243,0.0014733546987356768
INFU,Healthcare,11.89,236815282.09,0.05196140773185024,0.40180463483213763,0.00146742492511682
