ticker,sector,close,market_cap,volatility_60,composite_score,weight
LOGI,Technology,98.51,14105482585.320002,0.023331697543411842,0.30772235787840263,0.004377341560295146
BOX,Technology,34.3,4705986513.9,0.02350013853888137,0.38089986231150463,0.004345966265689698
HLI,Financial Services,135.39,9461933235.0,0.023592441524825508,0.3056920292179481,0.004328963122428178
EVR,Financial Services,295.67,11370811221.26,0.023607808479911393,0.35265889500939435,0.004326145284341791
M,Consumer Cyclical,22.45,5905202067.3,0.023703110443819793,0.3175665043918904,0.004308751358648872
HTLD,Industrials,12.32,952737767.52,0.023971915596692907,0.2959722782914589,0.0042604358803558645
YETI,Consumer Cyclical,40.74,2973563549.04,0.024247836421229012,0.3923997243826873,0.004211955555737631
PJT,Financial Services,182.13,4656120302.34,0.024324059919927858,0.3108617988275143,0.004198756690503816
VRSK,Industrials,175.49,22841078545.88,0.024462065073291735,0.3267952513614172,0.004175068990414946
DECK,Consumer Cyclical,82.6,11267815150.199999,0.024471113223852238,0.32828723594951337,0.004173525266086583
DPZ,Consumer Cyclical,335.41,11095944736.35,0.024604477494494223,0.3709506785915696,0.004150903401702669
DBX,Technology,33.81,7631230925.85,0.02494784900536911,0.4135414224925777,0.004093772144726102
SAM,Consumer Defensive,162.06,1667869822.8600001,0.02507418388256556,0.37578969154852115,0.004073145902069653
NXDR,Communication Services,2.22,858803452.44,0.025320799181715467,0.29873057827582017,0.0040334749545647445
CMPR,Communication Services,84.9,2067270512.4,0.025367726746731302,0.3478382132176443,0.004026013459884522
LAZ,Financial Services,44.05,4869646976.599999,0.025420057545439512,0.31654475245762687,0.004017725339387975
GFF,Industrials,97.33,4408534708.28,0.0260095449031797,0.3661736231508038,0.003926666526046259
DFIN,Financial Services,49.82,1224843781.06,0.02602719992848565,0.37612114273346525,0.003924002951129408
CROX,Consumer Cyclical,114.35,5482519326.25,0.02602832859152719,0.3985498721034922,0.003923832795097673
CARG,Consumer Cyclical,32.77,2918937874.0600004,0.026343799071867482,0.434087154923294,0.003876844378079023
FTNT,Technology,157.47,115537888937.91,0.02706951208538069,0.3378064741969008,0.003772909131382909
KTB,Consumer Cyclical,70.73,3865650542.6000004,0.027122940450988318,0.30099516130261955,0.0037654770327562818
CPNG,Consumer Cyclical,14.81,26621148306.620003,0.027128750066753644,0.2973462125488179,0.0037646706566910504
MC,Financial Services,68.77,5382563806.36,0.02748712783964584,0.3709941424472667,0.003715586798476095
BKNG,Industrials,180.3,135473904150.00002,0.0275270465109846,0.408250348034353,0.00371019859643343
DXCM,Healthcare,84.53,31898305465.45,0.02760733618681948,0.3045450152976521,0.003699408325304958
GRND,Technology,15.46,2687266893.42,0.027685457726335405,0.3867495006362388,0.0036889695066107692
CART,Consumer Cyclical,48.0,11112003216.0,0.027741440601253768,0.4138005210923935,0.0036815250800060124
DV,Technology,13.35,2069074407.45,0.027944017712770313,0.3226502538110943,0.003654836265092239
DT,Technology,50.29,14533917017.119999,0.028007872391442066,0.29149745992218895,0.003646503665170203
SAIA,Industrials,354.84,9465232806.0,0.028065622183216184,0.311320097819975,0.0036390003635867777
EAT,Consumer Cyclical,222.49,9292297074.9,0.028115772572282587,0.31122183360314754,0.0036325094416824453
