ticker,src,n,med_o_c,min_o_c,max_o_c,frac_close_outside_lowhigh
BOX,local,2922,1.0,0.8231760057171346,1.1165311398170228,0.0
BPOP,local,5201,1.0,0.7657143002464658,1.800812949191257,0.0
BR,local,4896,0.9994420974772529,0.87439784101063,1.1230170513023348,0.0
BRC,local,5201,1.0,0.8727849458188912,1.1497078168864205,0.0
BRK.B,local,5201,1.0000327127224564,0.793650809669511,1.0941430415528546,0.0
BRKR,local,5201,0.999466369850375,0.7284767769262194,1.4207649418906838,0.0
BRO,local,5201,0.9996447520775364,0.9180584703900049,1.1395965572964895,0.0
BROS,local,1249,1.0009552777400608,0.819627563924477,1.1638056806249222,0.0
BRX,local,3231,0.9994660849371999,0.8770203755238507,1.2010256449381511,0.0
BRZE,local,1204,0.9996374695422452,0.8633938368618436,1.1667135326413471,0.0
BSM,local,2855,1.0007722184578476,0.8846153752103126,1.1434343566676577,0.0
BSX,local,5201,1.0,0.8291721198519211,1.189781014276139,0.0
BSY,local,1495,0.9990344939601088,0.8360704268941042,1.208,0.0
BTSG,local,655,0.9974359202170724,0.8520823244198336,1.1634567457022205,0.0
BTU,local,2370,1.0008461981967804,0.7254902189944812,1.2996390870490364,0.0
BURL,local,3251,0.9996326146534131,0.8794458622974334,1.2623312159997517,0.0
BUSE,local,5201,1.0,0.8082728255656229,1.2426920196068347,0.0
BWA,local,5201,0.9995266488977947,0.8041627598919127,1.1352996234260773,0.0
BWIN,local,1725,0.9993780952158405,0.8517786544503373,1.2352611263167106,0.0
BWXT,local,4049,0.9997642673542652,0.8843197472741117,1.1451942382939113,0.0
BX,local,4832,1.0002900441392661,0.7620528915937241,1.4787599951979316,0.0
BXDC,local,79,1.0022778694907823,0.9463868771573268,1.0496454450755277,0.0
BXMT,local,5201,1.0002931199458898,0.5161290053221178,1.3642384013943096,0.0
BXP,local,5201,0.9997563167967178,0.8169655109273977,1.1712128327146183,0.0
BXSL,local,1218,0.9996730076693383,0.9072093633909725,1.0826211296851493,0.0
BYD,local,5201,1.0005466550591977,0.6690454928169438,1.238520388923949,0.0
C,local,5201,1.0003007256985936,0.8132992449630874,1.4429708335538336,0.0
CACC,local,5201,0.9997236854486307,0.8272095507597195,1.1796609910867981,0.0
CACI,local,5201,0.9994382682763429,0.878735344607092,1.1120917143410276,0.0
CAG,local,5201,0.9996397612103967,0.843807418485903,1.149505727269735,0.0
CAH,local,5201,0.9995353053592418,0.9183333425810842,1.1602469550238714,0.0
CAI,local,306,1.0017192457246997,0.9088541261368897,1.2186102814846598,0.0
CAKE,local,5201,1.0,0.8062349716253309,1.3156565626158228,0.0
CALM,local,5201,0.9994206492853592,0.8312383105390119,1.210305579183136,0.0
CALX,local,4139,1.0,0.8454794687767551,1.2443324991485694,0.0
CALY,local,5201,1.000606810021821,0.7642163938598189,1.2827714810668864,0.0
CAR,local,5201,1.0,0.4880029019766063,1.7544296536459976,0.0
CARG,local,2236,0.9997270965415685,0.7355958673009243,1.1424843196230539,0.0
CARR,local,1625,1.0,0.8126477504728071,1.1792168796910383,0.0
CART,local,744,0.9988848239537752,0.9160475400268658,1.2462907729719763,0.0
CASY,local,5201,0.9996595087301298,0.860775315362489,1.1955850057300457,0.0
CAT,local,5201,0.999907361895736,0.8995050030942375,1.1059955504002739,0.0
CATY,local,5201,1.0,0.8119325807923563,1.2469059287619444,0.0
CAVA,local,809,1.0005337590194414,0.859271394872416,1.1761467139509123,0.0
CB,local,5193,0.9997067725910127,0.8741549218082715,1.25045756421058,0.0
CBC,local,197,0.9987023924932305,0.9672795502627671,1.046528812128202,0.0
CBOE,local,4082,0.9994010477103058,0.8705130788840922,1.14133159441474,0.0
CBRE,local,5201,0.9994643691033224,0.7332015968579259,1.403726689678749,0.0
CBRS,local,79,1.0031070972129639,0.8512213031214588,1.1412268532258663,0.0
CBSH,local,5201,0.9997598658047617,0.8628868190264222,1.1456456846254621,0.0
CBT,local,5201,0.9995696049658213,0.8932160783550335,1.1962080597756999,0.0
CBU,local,5201,0.9997396948301764,0.861866262904822,1.1791715145421355,0.00019227071716977504
CBZ,local,5201,0.9989304568477178,0.86202529880638,1.2171138856293573,0.0
CC,local,2820,1.0,0.7885905669769788,1.2765599309945046,0.0
CCI,local,5201,0.9997874958194403,0.8686616825621638,1.2117116936511636,0.0
CCK,local,5201,0.9995834973433357,0.879787638399404,1.1238356289798268,0.0
CCL,local,5201,1.0002109350466528,0.8314350604276141,1.4318181941331911,0.0
CDE,local,5201,1.0017824869530643,0.7485876056281872,1.414634225767048,0.0
CDNA,local,3053,1.0,0.7372881724073519,1.5766299896404001,0.0
CDNS,local,5201,0.9990547987756192,0.8325123551915411,1.2960526666647842,0.0
CDP,local,5201,1.0,0.8556256689251625,1.3122475907851705,0.0
CDW,local,3318,0.9991717561289053,0.8240541892834731,1.1697247706422018,0.0
CE,local,5201,1.0,0.835079694149923,1.3167849046207325,0.0
CECO,local,5201,1.0,0.7520435784977888,1.2812334431537589,0.0
CEG,local,1162,0.9998485075509431,0.8639127756754006,1.1150750499337247,0.0
CELC,local,2252,1.0007938724311165,0.7516105797636594,1.2492524582970337,0.0
CELH,local,4938,1.0,0.4285711320689408,1.8666599412760156,0.0
CENT,local,5201,1.0,0.8023599196260037,1.3713079507483112,0.0
CENX,local,5201,1.0,0.7637051022657968,1.370656397668211,0.0
CF,local,5201,0.9995416943619753,0.8373756466755605,1.3446550913628184,0.0
CFG,local,3005,0.9994295363097473,0.8462866493398454,1.153394283830414,0.0
CFR,local,5201,0.9998165782087494,0.8365137642676678,1.1467110605711488,0.0
CG,local,3606,1.0,0.8598598948342544,1.1027496919995325,0.0
CGNX,local,5201,0.9993009277407553,0.8422631668576877,1.177072616292622,0.0
CGON,local,656,0.9989732143098882,0.7801991237177095,1.2728110538320567,0.0
CHCO,local,5201,1.0,0.8393352455172263,1.1764098753172494,0.0
CHD,local,5201,0.9995601351812429,0.8277345723177085,1.0898695492155235,0.0
CHDN,local,5201,0.9996873681220889,0.8371691839170337,1.1637686556649274,0.0
CHE,local,5201,0.9994379565951795,0.8940225253847243,1.1506849067779235,0.0
CHEF,local,3799,0.9996799926757812,0.7775646614940886,1.9444444959546328,0.0
CHH,local,5201,0.9994978023103648,0.8561266488403774,1.1295928842824616,0.0
CHRD,local,4080,1.0,0.449999988079071,1.909090818780845,0.0
CHRN,local,3177,1.0077369439071566,0.6668444846268414,1.5850000381469727,0.0
CHRW,local,5201,0.9997510667955575,0.8907894494366545,1.171951402511725,0.0
CHTR,local,4193,1.0,0.9066580590810026,1.2935102075391782,0.0
CHWY,local,1817,1.0011408185756818,0.8555581249392245,1.1702043959436754,0.0
CHYM,local,310,0.9992392968198529,0.8785644397824535,1.1587173078085444,0.0
CI,local,5201,0.999326702298476,0.8385454351251775,1.3196405370104598,0.0
CIEN,local,5201,1.0,0.8484848484848485,1.197905691298526,0.0
CIFR,local,1476,1.002008086274145,0.7288136038414488,1.4418604522218186,0.0
CINF,local,5201,0.9996087796142739,0.8768251920273824,1.2360631004600735,0.0
CL,local,5201,0.9997123612768701,0.9143875389158912,1.0750643668696502,0.0
CLBK,local,2105,0.9994079032034467,0.9225091618339041,1.143236101727552,0.0
CLDX,local,5201,1.0020383203563477,0.5045662055716787,1.4615385179688953,0.0
CLF,local,5201,1.0011990681893133,0.8037974344501709,1.3365343341059888,0.0
CLH,local,5201,0.9995830317683769,0.7893518439027492,1.3836096474859736,0.0
CLMT,local,5185,1.0,0.6538461664422324,1.3743842370317614,0.0
CLSK,local,2463,1.0,0.21095889888397631,2.1489970407132017,0.0
CLX,local,5201,0.9995473931827191,0.9041338146724959,1.0859238993345448,0.0
CMC,local,5201,1.0,0.7719756364012431,1.2499999264140207,0.0
CMCSA,local,5201,0.9994686141155512,0.8125000262492403,1.1517918321201863,0.0
CME,local,5201,0.9997606854713164,0.8583805400187556,1.2170000076293945,0.0
CMG,local,5185,0.9998114591408003,0.8502471566754535,1.1492307038319303,0.0
CMI,local,5201,0.9997143789427255,0.868886068324795,1.1977142333984374,0.0
CMS,local,5201,0.9992732391921879,0.8965517954164629,1.1298701277254752,0.0
CNA,local,5201,0.9997917089517884,0.7901234495223723,1.353781607292291,0.0
CNC,local,5201,0.999615375812237,0.8604417331326276,1.2445887754181562,0.0
CNK,local,4874,0.9997669371823793,0.5759437879758502,1.4669540204291835,0.0
CNM,local,1287,0.9989952884784903,0.892398638432154,1.0969154141359578,0.0
CNO,local,5201,0.9997092402387557,0.5723270817481246,2.156862832179029,0.0
CNP,local,5201,0.9995280684931667,0.8703071898973275,1.1447586579925153,0.0
CNR,local,2213,1.000388628889826,0.6859903395552905,1.3854876065585116,0.0
CNS,local,5201,0.9996804017708778,0.8523901048064383,1.1937938806046655,0.0
CNX,local,5201,1.0,0.7630522047335824,1.2481752059819047,0.0
CNXN,local,5201,1.0,0.8070175491012306,1.3146852952533472,0.0
COAG,local,88,0.9960017871821754,0.7941176470588235,1.2182320699820812,0.0
COCO,local,1223,0.9993425227576099,0.8463541855841569,1.1942186658966054,0.0
COF,local,5201,0.9996317352742048,0.7692307238269743,1.2411504772538653,0.0
COGT,local,2121,1.001788885685332,0.3181818058668092,1.2830188169985246,0.0
COHR,local,5201,0.9997265977135182,0.8093274066751635,1.1785022593707928,0.0
COHU,local,5201,1.0,0.8163934585132514,1.2399193645298916,0.0
COIN,local,1356,1.0014764456925391,0.7976635371413187,1.1934757778742584,0.0
COKE,local,5201,1.000214807191339,0.8111019630788264,1.2550933800578088,0.0
COLB,local,5201,1.0,0.8400672934426141,1.3054357131360859,0.0
COLD,local,2169,0.9997160097704769,0.8693662276652997,1.1014986199007661,0.0
COLM,local,5201,0.9996550455687896,0.8761609774927419,1.194695844836441,0.0
COMP,local,1364,1.0004306730911954,0.6371428625924247,1.1808198639052279,0.0
CON,local,531,0.9995728223431434,0.9337748505699669,1.063176072951668,0.0
COO,local,5201,0.9996690402784142,0.8288947689631974,1.2495430165103347,0.0
COP,local,5201,1.0,0.8604424515250195,1.1748096393023841,0.0
