variant,ceiling,BR_eff,capture,rho_bar,mult_ratio,excess_cagr,null_p50,null_p95,null_pctile
raw scores,5.0,3.9166168782652075,0.7833233756530416,0.06915299322145192,2.7957471399010325,0.08710541018376428,0.826107494428582,1.547303348762546,1.0
resid (size_vol_sector),5.0,4.552294886302068,0.9104589772604136,0.024586781221328825,0.7719002483228921,-0.020872488601174854,0.7721387809399138,1.497323725262601,0.5
