feature,kind,ic_marg,t_naive_marg,t_nw_marg,n_days_marg,sign_consistency_marg,ic_cond,t_naive_cond,t_nw_cond,n_days_cond,sign_consistency_cond,ic_2016,ic_2017,ic_2018
slope_20,order-aware,0.0017909758575216455,0.6928177244891164,0.1673286770375246,754,0.6666666666666666,0.0008283287583054649,0.3830526075057726,0.2561561316453897,754,0.6666666666666666,-0.007465918396784886,0.003729031613648175,0.006254917867435936
accel_20,order-aware,-0.004835792557715606,-2.527388364570849,-1.4525489894766919,754,1.0,-0.006665879194489565,-3.1834566175533956,-1.784793945492181,754,1.0,-0.0040180278018926915,-0.008685564865182804,-0.007304594125128648
effratio_20,order-aware,0.0024922547241908793,0.9359571380772901,0.21246221422406714,754,0.6666666666666666,-0.004586026616415797,-2.7392839253930985,-0.7130345449503583,754,0.6666666666666666,-0.017327103209975946,-0.003886937803816996,0.007506722425874478
slope_20_shuf,SHUFFLE CONTROL,0.002137039751122564,0.8837267352083833,0.21269797621360928,754,0.6666666666666666,0.0007419645171754358,0.7021174001773405,0.5822378839225133,754,0.6666666666666666,0.0017086022903271304,-0.00038130936489671287,0.0008947494795893086
momentum_20,reference,0.0017041279356823618,0.6284590445787456,0.1480787275593971,754,0.6666666666666666,-0.0002408063899564044,-0.23467606688345904,-0.23341163339451818,754,0.6666666666666666,0.001320915180526835,-0.0013526817329779423,-0.0006968746157068828
volatility_60,reference,-0.01843602200477998,-22.663171000440965,-5.180876133799952,754,1.0,0.013957702023744573,6.5496786533729345,1.3214943956950211,754,1.0,0.010386060945751957,0.015539543887349471,0.01596173088386135
