feature,kind,ic_marg,t_naive_marg,t_nw_marg,n_days_marg,sign_consistency_marg,ic_cond,t_naive_cond,t_nw_cond,n_days_cond,sign_consistency_cond,ic_2015,ic_2016,ic_2017,ic_2018
slope_20,order-aware,0.00746717100279457,3.3610210540922316,0.8056404062941516,1006,0.75,0.002580542450415255,1.3305966292059435,0.9108359328275141,1006,0.75,0.007823277068870739,-0.007465918396784886,0.003729031613648175,0.006254917867435936
accel_20,order-aware,-0.002787511979180205,-1.6088724366403047,-0.8666993059063508,1006,0.75,-0.0042856474222342095,-2.250396852203572,-1.17455075008073,1006,0.75,0.0028361571661806263,-0.0040180278018926915,-0.008685564865182804,-0.007304594125128648
effratio_20,order-aware,0.009025146582857227,3.953021741299438,0.8850815803290454,1006,0.75,0.00045228555176548104,0.29871018696904517,0.07761982380558456,1006,0.5,0.015527235451799938,-0.017327103209975946,-0.003886937803816996,0.007506722425874478
slope_20__s0,SHUFFLE CONTROL,0.006720491389015366,3.29621967311205,0.794927429103151,1006,0.75,0.0002559175377891969,0.2759647890925373,0.24776809242584688,1006,0.5,0.0006356796584688371,0.002220690052888944,-0.001797508692949683,-4.4531642692660644e-05
slope_20__s1,SHUFFLE CONTROL,0.007767358949677085,3.7792962302874655,0.9026609769450878,1006,0.75,0.001281166539454523,1.416726451810399,1.1383804517227616,1006,0.75,0.0025439732984962947,0.0033685534587172853,-0.001270239095311946,0.0004690311107439315
slope_20__s2,SHUFFLE CONTROL,0.007106922230630452,3.415990686665715,0.8127946308718069,1006,0.75,0.0010170062242097159,1.0882517600994843,0.8493925413576408,1006,0.75,0.0015286589340724045,-0.0005331127408156747,0.001485730534518242,0.0015908854848215121
slope_20__s3,SHUFFLE CONTROL,0.00662943087100852,3.1802035077190958,0.7479523965208192,1006,0.75,-0.0009068443617945282,-0.9966235029786326,-0.7281867385840338,1006,0.75,0.002070237900356492,-0.004534514106259867,-0.0006356488433168994,-0.0005248604159565872
slope_20__s4,SHUFFLE CONTROL,0.006793076031611575,3.322433259535225,0.7919794767567434,1006,0.75,-0.0009591639727672247,-1.0424039634808784,-0.8751948042167361,1006,0.75,-0.0009893574790885101,-0.0006268031283525917,-0.0035412440872105776,0.0013195449496461533
accel_20__s0,SHUFFLE CONTROL,0.000159042365736296,0.17616274572022259,0.1739505095187579,1006,0.5,-0.00012503336290366595,-0.13667958648748527,-0.1334128634162954,1006,0.5,0.0005849477770131566,-0.0005427533151838164,0.001654661345701647,-0.002198153646347392
accel_20__s1,SHUFFLE CONTROL,-0.00020611049264123365,-0.2253018327879919,-0.21927442867511177,1006,0.5,-7.964435174531483e-05,-0.08606938118580781,-0.08443402592186668,1006,0.5,0.0026121831056577275,-0.0024656895516194537,0.001072130242813986,-0.0015384194598396107
accel_20__s2,SHUFFLE CONTROL,7.243134002143103e-05,0.07954564647994194,0.07963735119862425,1006,0.5,-9.11126125047194e-05,-0.09926238509699131,-0.10650434370727986,1006,0.5,-0.0014090911616745463,0.00038216342385142594,0.0015547571473381136,-0.0008889145108772425
accel_20__s3,SHUFFLE CONTROL,0.0003456813355517027,0.38019909044242634,0.3675499845731407,1006,0.5,0.0005195512850763168,0.5677459625219996,0.5443023968195813,1006,0.75,-0.001302742873708208,0.0020644334209209032,0.0011993155200131504,0.00011830430026244883
accel_20__s4,SHUFFLE CONTROL,-0.0009218848727271811,-1.0106402815233941,-1.0053275072023338,1006,0.75,-0.0008805946284624727,-0.9494280988715864,-1.0061996138363547,1006,0.75,-0.0016631031768410813,-0.0010660458130608026,-0.003071992656787586,0.0022826195461183715
effratio_20__s0,SHUFFLE CONTROL,0.009025146582857227,3.953021741299438,0.8850815803290454,1006,0.75,0.00045228555176548104,0.29871018696904517,0.07761982380558456,1006,0.5,0.015527235451799938,-0.017327103209975946,-0.003886937803816996,0.007506722425874478
effratio_20__s1,SHUFFLE CONTROL,0.009025146582857227,3.953021741299438,0.8850815803290454,1006,0.75,0.00045228555176548104,0.29871018696904517,0.07761982380558456,1006,0.5,0.015527235451799938,-0.017327103209975946,-0.003886937803816996,0.007506722425874478
effratio_20__s2,SHUFFLE CONTROL,0.009025146582857227,3.953021741299438,0.8850815803290454,1006,0.75,0.00045228555176548104,0.29871018696904517,0.07761982380558456,1006,0.5,0.015527235451799938,-0.017327103209975946,-0.003886937803816996,0.007506722425874478
effratio_20__s3,SHUFFLE CONTROL,0.009025146582857227,3.953021741299438,0.8850815803290454,1006,0.75,0.00045228555176548104,0.29871018696904517,0.07761982380558456,1006,0.5,0.015527235451799938,-0.017327103209975946,-0.003886937803816996,0.007506722425874478
effratio_20__s4,SHUFFLE CONTROL,0.009025146582857227,3.953021741299438,0.8850815803290454,1006,0.75,0.00045228555176548104,0.29871018696904517,0.07761982380558456,1006,0.5,0.015527235451799938,-0.017327103209975946,-0.003886937803816996,0.007506722425874478
momentum_20,reference,0.007557898509374161,3.2699228074065947,0.7658838686595433,1006,0.75,-0.0009598901091000563,-1.0847819417757956,-1.0680298249619007,1006,0.75,-0.003111434252887015,0.001320915180526835,-0.0013526817329779423,-0.0006968746157068828
volatility_60,reference,-0.015915187852589715,-20.68798587659447,-4.336598805084963,1006,1.0,0.006168053423638816,3.3080908218791727,0.6493557268936282,1006,0.75,-0.017139069768741116,0.010386060945751957,0.015539543887349471,0.01596173088386135
