column,n_null,decile_volq_excess,null_decile_volq_excess,pct_decile_volq_excess,mult_ratio,null_mult_ratio,pct_mult_ratio,info_ratio,null_info_ratio,pct_info_ratio,t_decile_volq_excess,p_decile_volq_excess,t_mult_ratio,p_mult_ratio,t_info_ratio,p_info_ratio,q_decile_volq_excess,q_mult_ratio,q_info_ratio
short_interest_chg_pct,8,0.0016771812556114307,-0.0005997001820956158,100.0,1.0594784353039088,1.0477113937681337,37.5,0.11489232279843409,0.11060328030992136,37.5,2.932735150226003,0.005456200903581449,0.07540052758492771,0.4704814463331397,0.02697221468677404,0.4894313003937482,0.010524864853347691,0.9409628926662794,0.9788626007874964
short_interest_days_to_cover,8,0.0013390241299713875,-0.000678158021446746,100.0,0.6808275608466985,1.1400266165987025,0.0,-0.4078212730043935,0.2010556773535545,0.0,2.598229710998958,0.010524864853347691,-2.942443176131865,0.9946476013134253,-3.8290037617644646,0.9990788634212809,0.010524864853347691,0.9946476013134253,0.9990788634212809
