feature,kind,ic_marg,t_naive_marg,t_nw_marg,n_days_marg,sign_consistency_marg,ic_cond,t_naive_cond,t_nw_cond,n_days_cond,sign_consistency_cond,ic_2007,ic_2008,ic_2009,ic_2010
slope_20,order-aware,-0.004881781405682305,-1.6500523694101752,-0.3482137523484026,1008,0.5,0.0023015617577865854,1.1219429885488426,0.7623449814043094,1008,0.75,0.004442523760886728,0.008372747843642291,-0.0038258224993459908,0.00020120179865079106
accel_20,order-aware,-0.00451896840326482,-2.327456295729357,-1.1400067800063811,1008,1.0,-0.005257533257620221,-2.3318076261109106,-1.0886573655735423,1008,0.75,-0.0073741575010229845,0.0008664704319403532,-0.009099925416952473,-0.005455221448941667
effratio_20,order-aware,-0.004694986189219547,-1.5680213831462446,-0.31579375435469037,1008,0.5,-0.006875105596906498,-3.985759790565062,-1.2213019823583937,1008,0.75,-0.02430412359989096,-0.009593293153021732,-0.008694720003163788,0.015033338057153392
slope_20__s0,SHUFFLE CONTROL,-0.0038574858526372923,-1.4216165646870842,-0.2963515795739851,1008,0.5,-8.071473350373948e-05,-0.07083051160914056,-0.06166166673329505,1008,0.5,0.0005118158771809786,-0.0007866319776546433,-0.0027362523828044433,0.002693362120115672
slope_20__s1,SHUFFLE CONTROL,-0.003661367359593379,-1.3387290100716323,-0.27903361922939185,1008,0.5,-0.0010929705701133929,-0.9127941957698015,-0.7699524360665078,1008,0.75,-6.918675809359782e-05,-0.0032063184702000674,-0.0031669298013985965,0.0020830016846041925
slope_20__s2,SHUFFLE CONTROL,-0.002638024357358077,-0.9729879503715805,-0.20245648348738923,1008,0.5,0.001788532515968262,1.5680800519857816,1.386859587580803,1008,1.0,0.0003185116019556211,0.004406628959355466,0.000437928000376121,0.0019748388142596515
slope_20__s3,SHUFFLE CONTROL,-0.0023132825623546735,-0.8440757358395639,-0.17634746520700248,1008,0.5,0.0009422641022484766,0.7887741868811275,0.7398059663929994,1008,0.75,0.002891288162358138,0.0019402905352897764,-0.0020217742948610987,0.0009630258063145026
slope_20__s4,SHUFFLE CONTROL,-0.0042231931571039515,-1.5603138324700443,-0.32608079147296865,1008,0.5,-0.0015004627804372113,-1.2867219710813,-1.082761639540102,1008,0.75,-0.004045481696718848,-0.0023589493341807767,-0.004380344486469858,0.004776231806880406
accel_20__s0,SHUFFLE CONTROL,-0.0019922031500890316,-1.8610946152413819,-2.0071764466872657,1008,0.75,-0.0016033596002867955,-1.474224745493918,-1.597463322435,1008,0.75,3.825407744417222e-05,-0.0037867342469552357,-0.0014968855023334143,-0.0011528942042058805
accel_20__s1,SHUFFLE CONTROL,0.0006579744439315737,0.5629368158871764,0.5349096550268513,1008,0.5,0.0007633360350794432,0.6459360897457813,0.627742552011807,1008,0.5,0.0012495702081349474,0.0038830272126171915,-0.00030922551289598056,-0.0017804779937466483
accel_20__s2,SHUFFLE CONTROL,0.0006539433056553776,0.6071785102186116,0.5226649972899039,1008,0.75,0.0008704253466190993,0.7951035780980278,0.6748959792267429,1008,0.5,-0.004027316276953182,0.0021545011453224347,-8.987410408829027e-05,0.00541985960067847
accel_20__s3,SHUFFLE CONTROL,0.0029748259047093894,2.629131928279751,2.8427324169716957,1008,1.0,0.002859388737869764,2.497125654000855,2.6792263980448494,1008,1.0,0.003371284308967636,0.00398754227485918,0.0036213743683473597,0.0004549085311862635
accel_20__s4,SHUFFLE CONTROL,-0.0005470164246210241,-0.4874004622387367,-0.5331725197326554,1008,0.75,-0.0007312815906548258,-0.64589853643632,-0.7118097885467153,1008,1.0,-0.0017159819009360771,-0.0001580676412291634,-0.0009983549544246267,-5.8904065472717746e-05
effratio_20__s0,SHUFFLE CONTROL,-0.004694986189219547,-1.5680213831462446,-0.31579375435469037,1008,0.5,-0.006875105596906498,-3.985759790565062,-1.2213019823583937,1008,0.75,-0.02430412359989096,-0.009593293153021732,-0.008694720003163788,0.015033338057153392
effratio_20__s1,SHUFFLE CONTROL,-0.004694986189219547,-1.5680213831462446,-0.31579375435469037,1008,0.5,-0.006875105596906498,-3.985759790565062,-1.2213019823583937,1008,0.75,-0.02430412359989096,-0.009593293153021732,-0.008694720003163788,0.015033338057153392
effratio_20__s2,SHUFFLE CONTROL,-0.004694986189219547,-1.5680213831462446,-0.31579375435469037,1008,0.5,-0.006875105596906498,-3.985759790565062,-1.2213019823583937,1008,0.75,-0.02430412359989096,-0.009593293153021732,-0.008694720003163788,0.015033338057153392
effratio_20__s3,SHUFFLE CONTROL,-0.004694986189219547,-1.5680213831462446,-0.31579375435469037,1008,0.5,-0.006875105596906498,-3.985759790565062,-1.2213019823583937,1008,0.75,-0.02430412359989096,-0.009593293153021732,-0.008694720003163788,0.015033338057153392
effratio_20__s4,SHUFFLE CONTROL,-0.004694986189219547,-1.5680213831462446,-0.31579375435469037,1008,0.5,-0.006875105596906498,-3.985759790565062,-1.2213019823583937,1008,0.75,-0.02430412359989096,-0.009593293153021732,-0.008694720003163788,0.015033338057153392
momentum_20,reference,-0.005032157192836232,-1.6270859809901754,-0.3317117700358201,1008,0.5,-0.00036141898405936006,-0.3598723463640515,-0.3175655252048592,1008,0.5,0.004017173143421463,0.00105422013137452,-0.0037006894101252203,-0.0028046220508603976
volatility_60,reference,-0.011657493725647904,-16.946038950450465,-3.6010291534624947,1008,1.0,0.006115140955158889,2.6839192578514197,0.5392799067350338,1008,0.25,-0.0014237566018938162,-0.029356759110435365,0.0647501189804223,-0.009398194199407801
