H,top_n,cost_bps,BR_eff,BR_per_year,mult_ratio,excess_cagr
10,5,5.0,3.8372499744166086,96.69869935529854,0.7478115838656281,-0.023208687805708506
10,5,10.0,3.8372499744166086,96.69869935529854,0.6486282440863128,-0.03438516374760425
10,5,15.0,3.8372499744166086,96.69869935529854,0.5625639321781392,-0.04544515348367839
10,5,25.0,3.8372499744166086,96.69869935529854,0.42309795362751007,-0.06722031477276547
10,5,40.0,3.8372499744166086,96.69869935529854,0.2758268626164337,-0.09903812365241293
10,20,5.0,8.873684866713528,223.6168586411809,1.252006574279118,0.01830752437208938
10,20,10.0,8.873684866713528,223.6168586411809,1.1006478330369418,0.00777314089884884
10,20,15.0,8.873684866713528,223.6168586411809,0.9675372640825084,-0.0026617358231872945
10,20,25.0,8.873684866713528,223.6168586411809,0.747547674907947,-0.023236563692672796
10,20,40.0,8.873684866713528,223.6168586411809,0.507489204337643,-0.053374768315378796
10,50,5.0,12.049180577460229,303.6393505519978,1.2207510534468795,0.016232360854446792
10,50,10.0,12.049180577460229,303.6393505519978,1.0875178351508852,0.006797253340071974
10,50,15.0,12.049180577460229,303.6393505519978,0.9687854908408536,-0.0025578753003294707
10,50,25.0,12.049180577460229,303.6393505519978,0.7686983012720534,-0.021030789357088242
10,50,40.0,12.049180577460229,303.6393505519978,0.5431411596841664,-0.04815639594385712
10,100,5.0,14.560240795084733,366.91806803613525,1.1763751142857546,0.013200202966280328
10,100,10.0,14.560240795084733,366.91806803613525,1.061344230185951,0.004819006115544866
10,100,15.0,14.560240795084733,366.91806803613525,0.957529987350578,-0.0034989061990595705
10,100,25.0,14.560240795084733,366.91806803613525,0.7792945610605072,-0.019946705390777364
10,100,40.0,14.560240795084733,366.91806803613525,0.5720288692590771,-0.04415511351494117
20,5,5.0,4.126184224916783,51.98992123395148,0.3488113224072219,-0.08195680487506096
20,5,10.0,4.126184224916783,51.98992123395148,0.3247460928077735,-0.0872830443674576
20,5,15.0,4.126184224916783,51.98992123395148,0.3023313685101526,-0.09258251941438167
20,5,25.0,4.126184224916783,51.98992123395148,0.2620109557624421,-0.10310166568507695
20,5,40.0,4.126184224916783,51.98992123395148,0.21133325490153837,-0.11868269796141229
20,20,5.0,8.038231826824445,101.281721017988,0.9614587029428424,-0.00317897750416396
20,20,10.0,8.038231826824445,101.281721017988,0.8999371610365493,-0.008505860957433775
20,20,15.0,8.038231826824445,101.281721017988,0.8423292961797458,-0.013807939020866522
20,20,25.0,8.038231826824445,101.281721017988,0.7378801297754883,-0.024338100148934894
20,20,40.0,8.038231826824445,101.281721017988,0.6048569902408225,-0.03994992313403389
20,50,5.0,11.378897059433486,143.37410294886192,1.066105227048005,0.005198035132366607
20,50,10.0,11.378897059433486,143.37410294886192,1.003031394870491,0.0002452139828958977
20,50,15.0,11.378897059433486,143.37410294886192,0.9436673568303628,-0.0046863308477764765
20,50,25.0,11.378897059433486,143.37410294886192,0.8352136192050771,-0.01448592486701683
20,50,40.0,11.378897059433486,143.37410294886192,0.6953283921837895,-0.02902781897762896
20,100,5.0,14.073585462010525,177.3271768213326,1.0837578154477134,0.006535726377290718
20,100,10.0,14.073585462010525,177.3271768213326,1.0256605870542017,0.002054401874726164
20,100,15.0,14.073585462010525,177.3271768213326,0.9706594030183775,-0.0024095315628436254
20,100,25.0,14.073585462010525,177.3271768213326,0.869297763202743,-0.011285471315508167
20,100,40.0,14.073585462010525,177.3271768213326,0.736646731162639,-0.024470480749483103
40,5,5.0,3.9166168782652075,24.674686333070806,3.0164391427478425,0.09381962843378733
40,5,10.0,3.9166168782652075,24.674686333070806,2.9040234647075795,0.09045841437989277
40,5,15.0,3.9166168782652075,24.674686333070806,2.7957471399010325,0.08710541018376428
40,5,25.0,3.9166168782652075,24.674686333070806,2.5910156710798034,0.08042396652999662
40,5,40.0,3.9166168782652075,24.674686333070806,2.3113711515868642,0.07046297040729255
40,20,5.0,8.23991566188826,51.91146866989603,1.5301933856429462,0.035209289631143115
40,20,10.0,8.23991566188826,51.91146866989603,1.4774275543339366,0.032261071858443735
40,20,15.0,8.23991566188826,51.91146866989603,1.426459417592712,0.029319507712950665
40,20,25.0,8.23991566188826,51.91146866989603,1.3296762312089037,0.02345629175184838
40,20,40.0,8.23991566188826,51.91146866989603,1.1965356033504935,0.014711067010353851
40,50,5.0,11.755544530977106,74.05993054515577,1.574130939424939,0.037593476729292474
40,50,10.0,11.755544530977106,74.05993054515577,1.5242276550236642,0.034880710088592615
40,50,15.0,11.755544530977106,74.05993054515577,1.4758874070158539,0.032173566402375675
40,50,25.0,11.755544530977106,74.05993054515577,1.383704054411072,0.026776110192166858
40,50,40.0,11.755544530977106,74.05993054515577,1.2559898792597968,0.018721862720111337
40,100,5.0,15.33221388541586,96.59294747811991,1.3473803019304622,0.02455764917361347
40,100,10.0,15.33221388541586,96.59294747811991,1.3085558016841636,0.02212455671906932
40,100,15.0,15.33221388541586,96.59294747811991,1.2708364879147553,0.01969603810583731
40,100,25.0,15.33221388541586,96.59294747811991,1.1985899821724173,0.014852694610961281
40,100,40.0,15.33221388541586,96.59294747811991,1.0977597961525656,0.0076218096881335295
