feature,kind,ic_marg,t_naive_marg,t_nw_marg,n_days_marg,sign_consistency_marg,ic_cond,t_naive_cond,t_nw_cond,n_days_cond,sign_consistency_cond,ic_2023,ic_2024,ic_2025,ic_2026
slope_20,order-aware,0.007774766516416842,2.877456667333045,0.7854115575154375,883,0.75,0.0035539054725466355,1.3943072232508913,1.0321502509381248,883,1.0,0.0003188873949848867,0.007083729346636979,0.004471434827652952,0.0011863983301274863
accel_20,order-aware,-0.002976764860794545,-1.2805886554420638,-0.9562809251962598,883,0.75,-0.0006614233961530193,-0.2570332948771308,-0.17329785623969476,883,0.5,0.00460033772862224,-0.0046383785591417705,-0.006213409551504686,0.007542767128406273
effratio_20,order-aware,0.011624026325215489,4.442877198362637,1.1475037960502847,883,0.75,0.005088204864289062,2.777970680869956,0.8779849221039248,883,0.75,-0.0009245816619307554,0.00024111135626938676,0.01192391413924205,0.012841921481370481
slope_20__s0,SHUFFLE CONTROL,0.007580037026383638,3.1681278530864203,0.8346236194589284,883,0.75,0.0020823381488301756,2.0054447115516774,1.2150815088683147,883,0.75,0.002193562305657577,-0.003892199287841233,0.004845074218518334,0.008090684541290518
slope_20__s1,SHUFFLE CONTROL,0.007365672945796426,3.072185982884186,0.8034224206630188,883,0.75,0.0018461900539056481,1.7389188049577031,1.0436069451237877,883,0.75,-0.0001640896562406796,6.0449951228472435e-06,0.0037079986630278432,0.005669352878862129
slope_20__s2,SHUFFLE CONTROL,0.006681930173216757,2.7454034419973485,0.7114084592201049,883,0.75,0.0009552455784687747,0.8724596655531016,0.4759098926199997,883,0.5,-0.0005090098930704039,0.0010065041956374245,-0.0015221772758109615,0.008378928097004875
slope_20__s3,SHUFFLE CONTROL,0.00705000757735445,2.9321036425336486,0.7699414849599006,883,0.75,0.0016169514136471818,1.493475925167701,0.8936233397697226,883,1.0,0.0013342976060775398,0.0006904758860669032,4.177514048122233e-05,0.006944656399403905
slope_20__s4,SHUFFLE CONTROL,0.007425299584951057,3.068477973029428,0.8026288281926646,883,0.75,0.0016376650533855026,1.6174248491977685,0.9533129117075133,883,0.75,0.0021729535131848284,0.002255991997650025,-0.0011782660309975874,0.004800583115914371
accel_20__s0,SHUFFLE CONTROL,0.0006816816044460095,0.7664223347689959,0.9828349245836221,883,0.75,0.00036315262569560275,0.39631017919975625,0.5146436332817774,883,0.5,-0.001035169118901878,-0.000607950124177574,0.002061252442154932,0.0016591325875473472
accel_20__s1,SHUFFLE CONTROL,0.0007623041785502115,0.82046686269914,0.7957477125634588,883,0.75,0.0006963089797827096,0.7288504172741974,0.6788766159648,883,0.75,0.00012351306463528555,0.002396241505338571,-0.001041539924386248,0.001835837288095825
accel_20__s2,SHUFFLE CONTROL,0.0007169529687414354,0.7822404298142902,0.7690424391239945,883,0.75,0.0008147704051570734,0.8826761743581837,0.9319806902376595,883,1.0,1.2625971135277636e-05,2.9112330793404362e-05,0.0019009079149972298,0.001784141136340695
accel_20__s3,SHUFFLE CONTROL,-0.0002951596329242011,-0.3142199297222734,-0.2656633284287995,883,0.5,-0.00025786036146633196,-0.2656759606623108,-0.22320040290154744,883,0.5,-0.0016666777089615588,-0.0006899112688748591,0.0008312823632304154,0.0011833265420952636
accel_20__s4,SHUFFLE CONTROL,0.00040359885609053914,0.4319416851043713,0.48610373735504886,883,0.5,0.0007345530404022953,0.7748947506814752,0.8610740316006859,883,0.75,0.0022254657179113227,-0.0019870950619020173,0.00209380730820199,0.0005308399522611231
effratio_20__s0,SHUFFLE CONTROL,0.011624026325215489,4.442877198362637,1.1475037960502847,883,0.75,0.005088204864289062,2.777970680869956,0.8779849221039248,883,0.75,-0.0009245816619307554,0.00024111135626938676,0.01192391413924205,0.012841921481370481
effratio_20__s1,SHUFFLE CONTROL,0.011624026325215489,4.442877198362637,1.1475037960502847,883,0.75,0.005088204864289062,2.777970680869956,0.8779849221039248,883,0.75,-0.0009245816619307554,0.00024111135626938676,0.01192391413924205,0.012841921481370481
effratio_20__s2,SHUFFLE CONTROL,0.011624026325215489,4.442877198362637,1.1475037960502847,883,0.75,0.005088204864289062,2.777970680869956,0.8779849221039248,883,0.75,-0.0009245816619307554,0.00024111135626938676,0.01192391413924205,0.012841921481370481
effratio_20__s3,SHUFFLE CONTROL,0.011624026325215489,4.442877198362637,1.1475037960502847,883,0.75,0.005088204864289062,2.777970680869956,0.8779849221039248,883,0.75,-0.0009245816619307554,0.00024111135626938676,0.01192391413924205,0.012841921481370481
effratio_20__s4,SHUFFLE CONTROL,0.011624026325215489,4.442877198362637,1.1475037960502847,883,0.75,0.005088204864289062,2.777970680869956,0.8779849221039248,883,0.75,-0.0009245816619307554,0.00024111135626938676,0.01192391413924205,0.012841921481370481
momentum_20,reference,0.008201753034701019,3.0428374885643845,0.7817959358177946,883,0.75,0.00018729408813748227,0.12846708179491317,0.12671688363248484,883,0.5,-0.00034452862929933723,-0.0017292743978881645,0.001172013168841102,0.003009822085555522
volatility_60,reference,-0.04879773173237391,-37.46838870696211,-7.561022392676262,883,1.0,0.010690395379092017,3.8383266953474093,0.8195951501645644,883,0.5,0.00178763504985041,-0.006049433408121403,0.04617163757273741,-0.007830090206581009
